Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Yr Blt,Garage Cars,Garage Area
9,5,1671,1407,3078,2,1,4,1,9,1,0,3992004,422.0,1408.0,1.0,0.0,1998.0,3.0,806.0
6,5,936,785,1721,2,1,3,1,7,0,0,3976036,105.0,928.0,0.0,1.0,1994.0,2.0,471.0
4,4,981,779,1760,1,1,4,1,7,1,0,3724500,0.0,1077.0,0.0,0.0,1935.0,2.0,648.0
6,8,1436,884,2320,2,1,3,1,9,1,0,3893890,0.0,1028.0,1.0,0.0,1945.0,1.0,180.0
7,5,1146,1340,2486,3,1,5,1,10,1,0,4014012,94.0,1122.0,1.0,0.0,2003.0,2.0,452.0
5,7,1246,0,1246,1,1,3,1,6,0,0,3906246,0.0,1246.0,1.0,0.0,1959.0,1.0,305.0
6,7,1444,700,2144,2,0,4,1,7,2,500,3927748,472.0,1444.0,0.0,1.0,1958.0,2.0,389.0
5,5,799,351,1150,1,0,3,1,6,2,0,3786900,0.0,799.0,0.0,0.0,1942.0,1.0,215.0
8,5,1600,0,1600,2,0,3,1,7,1,0,4028049,640.0,1566.0,0.0,0.0,2007.0,3.0,890.0
4,6,1230,525,1755,2,0,4,1,7,1,0,3865790,0.0,930.0,0.0,0.0,1930.0,1.0,231.0
8,5,1800,0,1800,2,0,3,1,7,1,0,4008004,630.0,1800.0,1.0,0.0,2002.0,3.0,765.0
7,5,600,600,1200,2,1,2,1,4,0,0,4018020,0.0,600.0,0.0,0.0,2004.0,2.0,480.0
5,5,765,600,1365,1,1,2,1,6,0,0,3884841,376.0,765.0,1.0,0.0,1971.0,2.0,440.0
6,5,835,861,1696,2,1,3,1,7,0,0,4012009,0.0,835.0,1.0,0.0,2003.0,2.0,542.0
7,5,945,864,1809,2,1,3,1,8,0,0,4022030,0.0,945.0,0.0,0.0,2005.0,2.0,638.0
8,5,2234,0,2234,1,1,1,1,7,1,0,4024036,945.0,2220.0,1.0,0.0,2006.0,2.0,724.0
6,5,886,794,1680,2,1,3,1,7,0,0,3974042,120.0,886.0,0.0,1.0,1993.0,2.0,474.0
6,8,976,1111,2087,2,1,5,1,9,0,0,3945762,157.0,832.0,0.0,0.0,1966.0,2.0,444.0
8,5,1513,0,1513,2,0,2,1,5,1,0,3998000,260.0,1462.0,1.0,0.0,1999.0,2.0,521.0
5,6,1107,0,1107,1,0,3,1,5,0,0,3920231,0.0,949.0,1.0,0.0,1967.0,1.0,308.0
5,7,827,0,827,1,0,2,1,5,1,0,3923685,0.0,0.0,0.0,0.0,1967.0,1.0,392.0
6,6,742,742,1484,2,0,3,1,9,1,0,3829914,0.0,742.0,0.0,0.0,0.0,0.0,0.0
5,5,764,0,764,1,0,2,1,4,0,0,3857700,0.0,680.0,0.0,0.0,1965.0,2.0,504.0
9,5,1792,0,1792,2,0,2,1,6,1,0,4014012,562.0,1792.0,1.0,0.0,2003.0,3.0,874.0
8,5,1515,1134,2649,2,1,4,1,10,1,0,4006002,1110.0,1479.0,1.0,0.0,2001.0,3.0,746.0
6,5,808,785,1593,2,1,3,1,7,1,0,3970056,0.0,808.0,0.0,0.0,1993.0,2.0,389.0
4,5,1181,0,1181,2,0,3,1,6,0,0,3888784,0.0,1138.0,1.0,0.0,1974.0,2.0,588.0
8,5,1987,0,1987,2,0,2,1,7,1,0,3976036,554.0,1986.0,1.0,0.0,1994.0,2.0,691.0
6,6,647,595,1242,1,1,3,1,6,1,0,3773250,0.0,583.0,0.0,0.0,1926.0,1.0,180.0
6,7,976,0,976,1,0,2,1,4,1,0,3943872,203.0,976.0,1.0,0.0,1968.0,2.0,504.0
5,3,969,245,1214,1,0,2,1,6,0,0,3706950,0.0,969.0,0.0,0.0,1920.0,1.0,216.0
5,6,864,0,864,1,0,3,1,5,0,0,3849444,0.0,864.0,0.0,1.0,1962.0,1.0,336.0
6,5,1166,0,1639,1,0,3,1,6,0,0,3775200,0.0,1064.0,0.0,0.0,1936.0,1.0,240.0
9,5,1736,0,1736,2,0,3,1,7,1,0,4032064,302.0,1736.0,0.0,0.0,2008.0,3.0,834.0
5,5,1535,0,1535,2,0,4,2,8,0,0,3916441,0.0,0.0,0.0,0.0,1979.0,2.0,400.0
6,8,800,832,1632,1,1,4,1,7,0,0,3932000,252.0,800.0,0.0,1.0,1966.0,2.0,484.0
3,5,725,0,725,1,1,1,1,4,0,0,3776220,0.0,630.0,0.0,0.0,1959.0,1.0,320.0
7,5,840,880,1720,2,1,3,1,7,1,0,4016016,0.0,840.0,0.0,0.0,2004.0,2.0,440.0
4,4,936,0,936,1,0,2,1,4,0,0,3814209,0.0,936.0,0.0,0.0,1974.0,2.0,576.0
8,5,1589,0,1589,2,0,2,1,7,1,0,4012009,72.0,1406.0,1.0,0.0,2003.0,3.0,630.0
6,7,799,772,1571,2,1,3,1,7,1,0,3974042,0.0,799.0,0.0,0.0,1993.0,2.0,380.0
7,5,1479,0,1479,2,0,3,1,7,0,0,4012009,167.0,1453.0,1.0,0.0,2003.0,2.0,558.0
5,7,784,848,1632,1,1,4,1,7,1,0,3876961,178.0,784.0,0.0,0.0,1969.0,2.0,898.0
5,5,864,0,864,1,0,3,1,5,1,0,3861225,0.0,864.0,0.0,0.0,1965.0,1.0,360.0
9,5,1476,1237,2713,2,1,3,1,11,1,0,4032064,268.0,1452.0,1.0,0.0,2008.0,3.0,858.0
7,8,743,736,1479,1,0,3,1,6,2,0,3846222,0.0,624.0,1.0,0.0,1926.0,1.0,312.0
7,5,1576,0,1576,2,0,2,1,7,1,0,4016016,24.0,1393.0,1.0,0.0,2004.0,3.0,668.0
7,5,1479,0,1479,2,0,3,1,6,0,0,3998000,125.0,1468.0,0.0,0.0,1999.0,2.0,577.0
5,7,916,144,1060,1,0,1,1,6,1,0,3838450,0.0,756.0,1.0,0.0,1969.0,1.0,308.0
4,5,943,0,943,1,0,3,1,5,0,0,3904252,0.0,0.0,0.0,0.0,1958.0,1.0,308.0
7,5,1377,806,2183,2,1,4,1,9,0,0,3952144,178.0,1204.0,0.0,0.0,1988.0,3.0,786.0
7,5,1062,887,1949,2,1,3,1,8,1,0,3974042,246.0,1050.0,1.0,0.0,1993.0,2.0,574.0
10,5,1824,0,1824,2,0,3,1,8,1,0,4026042,242.0,1824.0,0.0,0.0,2006.0,3.0,932.0
6,5,1146,784,1930,2,0,4,1,8,0,0,3757650,0.0,720.0,1.0,0.0,1927.0,1.0,316.0
10,5,1469,924,2393,2,1,2,1,7,1,0,3994002,0.0,970.0,1.0,0.0,1998.0,2.0,846.0
5,8,1007,1007,2014,2,0,5,1,8,0,0,3809500,0.0,716.0,0.0,0.0,1900.0,2.0,624.0
4,5,1242,0,1242,1,0,2,1,4,0,0,3794700,0.0,484.0,0.0,0.0,1946.0,1.0,336.0
7,5,996,1004,2000,2,1,3,1,9,1,0,3974042,94.0,996.0,0.0,0.0,1993.0,3.0,650.0
6,6,825,587,1412,1,0,4,1,6,1,0,3781050,0.0,780.0,0.0,0.0,1939.0,1.0,280.0
5,7,990,0,990,1,0,3,1,5,0,0,3976036,0.0,990.0,1.0,0.0,1995.0,1.0,440.0
5,6,1342,0,1342,1,0,4,1,7,0,0,3806401,0.0,1342.0,1.0,0.0,1951.0,1.0,256.0
9,5,1868,0,1868,2,0,2,1,7,1,0,4020025,568.0,1868.0,1.0,0.0,2005.0,3.0,1085.0
4,7,741,622,1363,1,0,3,1,6,0,0,3724500,0.0,622.0,0.0,0.0,1966.0,2.0,528.0
6,6,1632,0,1632,2,0,3,1,6,1,0,3892504,183.0,1240.0,1.0,0.0,1958.0,1.0,338.0
10,5,1728,568,2296,2,1,3,1,10,1,0,4032064,420.0,1722.0,1.0,0.0,2008.0,3.0,842.0
5,5,1678,0,1678,2,0,6,2,10,0,0,3837681,74.0,1678.0,0.0,0.0,0.0,0.0,0.0
8,5,1296,0,1296,2,0,2,1,6,0,0,4006002,136.0,1267.0,1.0,0.0,2001.0,2.0,471.0
6,6,1587,0,1587,2,0,3,1,7,1,0,3884841,302.0,1587.0,0.0,0.0,1971.0,2.0,525.0
5,6,854,444,1298,1,0,3,1,6,2,0,3784950,0.0,720.0,0.0,0.0,1940.0,1.0,256.0
5,5,1728,0,1728,2,0,6,2,10,0,0,3853369,336.0,1728.0,1.0,0.0,1963.0,2.0,504.0
5,6,928,0,928,1,0,3,1,5,0,0,3829849,0.0,928.0,0.0,0.0,1957.0,1.0,288.0
7,5,879,916,1795,2,1,3,1,7,0,0,4022030,0.0,879.0,0.0,0.0,2005.0,2.0,578.0
6,7,1080,0,1080,1,0,3,1,5,0,0,3833764,135.0,1080.0,0.0,0.0,1958.0,1.0,288.0
7,5,866,913,1779,2,1,3,1,6,0,0,3992004,0.0,866.0,0.0,0.0,1998.0,2.0,546.0
6,8,1001,634,1635,1,0,2,1,5,0,0,3825730,0.0,485.0,0.0,0.0,1950.0,1.0,255.0
7,5,1220,0,1220,2,0,2,1,6,0,0,4024036,84.0,1199.0,1.0,0.0,2006.0,2.0,632.0
9,5,1310,0,1310,1,1,1,1,5,1,0,4004001,179.0,1310.0,1.0,0.0,2001.0,2.0,545.0
5,7,808,547,1355,2,0,4,2,6,0,0,3878060,0.0,644.0,1.0,0.0,0.0,0.0,0.0
7,5,1166,1129,2295,2,1,4,1,9,1,0,3984000,0.0,1095.0,1.0,0.0,1992.0,2.0,590.0
4,8,1156,642,1798,2,1,4,1,7,0,0,3705000,0.0,1075.0,0.0,0.0,1935.0,2.0,342.0
7,7,1620,0,1620,2,0,4,1,8,1,450,3869089,0.0,1620.0,0.0,0.0,1967.0,2.0,578.0
5,5,1216,0,1216,1,0,3,1,5,0,0,3822025,0.0,1216.0,1.0,0.0,1955.0,1.0,336.0
5,4,896,448,1344,1,0,3,1,7,0,0,3775200,0.0,896.0,0.0,0.0,1936.0,1.0,240.0
5,8,747,412,1159,1,0,3,1,5,0,0,3753750,0.0,747.0,0.0,0.0,1932.0,1.0,288.0
4,4,1056,0,1056,1,0,2,1,5,0,0,3865156,0.0,1056.0,1.0,0.0,1966.0,1.0,384.0
5,5,832,384,1216,1,0,2,1,6,0,0,3796650,0.0,832.0,0.0,0.0,1947.0,1.0,336.0
6,7,950,208,1158,1,0,3,1,5,1,0,3761550,0.0,862.0,0.0,0.0,1929.0,1.0,208.0
8,5,1538,0,1538,2,0,3,1,7,0,0,4020025,148.0,1538.0,1.0,0.0,2005.0,2.0,484.0
5,5,1143,0,1143,1,0,3,1,6,0,0,3837681,150.0,1143.0,1.0,0.0,1959.0,1.0,308.0
4,5,872,0,872,1,0,3,1,5,0,0,3884841,0.0,858.0,0.0,0.0,1974.0,4.0,480.0
6,7,1035,371,1406,1,0,3,1,6,0,0,3744000,0.0,319.0,0.0,0.0,0.0,0.0,0.0
6,5,1324,0,1324,2,0,3,1,6,0,0,4020025,0.0,1324.0,0.0,0.0,2005.0,2.0,430.0
5,7,904,0,904,1,0,3,1,6,0,0,3865156,41.0,876.0,0.0,0.0,1966.0,1.0,408.0
7,9,1276,804,2080,1,1,3,1,9,2,0,3859704,0.0,1276.0,0.0,0.0,1926.0,1.0,282.0
6,5,848,0,848,1,0,1,1,3,1,0,4016016,169.0,848.0,1.0,0.0,2004.0,2.0,420.0
4,5,1104,684,1788,1,0,5,1,8,2,0,3892473,0.0,1104.0,1.0,0.0,1957.0,1.0,304.0
6,6,1344,0,1344,1,0,3,1,7,1,0,3833764,541.0,819.0,0.0,1.0,1958.0,2.0,525.0
5,3,1128,1128,2256,2,0,4,2,12,0,0,3724500,0.0,840.0,0.0,0.0,0.0,0.0,0.0
6,5,1164,896,2060,2,1,4,1,8,1,0,3954132,268.0,1151.0,0.0,1.0,1988.0,2.0,521.0
6,5,1337,0,1337,2,0,2,1,5,0,0,3994002,0.0,1405.0,1.0,0.0,1998.0,2.0,511.0
6,7,1165,0,1165,1,1,3,1,6,0,0,3865156,183.0,1127.0,1.0,0.0,1966.0,2.0,490.0
5,6,1320,0,1320,1,0,3,1,6,2,0,3865156,97.0,1164.0,1.0,0.0,1966.0,2.0,564.0
7,5,1535,0,1535,2,0,3,1,7,0,0,4016016,168.0,1517.0,0.0,0.0,2004.0,2.0,532.0
7,6,1277,767,2044,2,1,3,1,7,1,0,3936240,280.0,738.0,0.0,0.0,1980.0,2.0,489.0
4,7,624,512,1136,1,0,2,1,6,0,0,3761550,0.0,704.0,0.0,1.0,1990.0,1.0,336.0
6,6,1299,0,1299,2,0,2,1,5,1,0,3916441,0.0,1001.0,1.0,0.0,1979.0,2.0,486.0
8,5,764,677,1441,2,1,2,1,5,0,0,3998000,456.0,776.0,0.0,0.0,1999.0,2.0,492.0
5,5,1630,0,1630,2,0,3,1,6,1,0,3814209,0.0,1073.0,0.0,0.0,1953.0,2.0,649.0
7,7,832,809,1641,1,1,3,1,6,1,0,3830750,0.0,728.0,0.0,1.0,1925.0,2.0,546.0
5,5,928,701,1629,2,1,3,1,6,1,0,3990006,0.0,928.0,0.0,0.0,1997.0,2.0,482.0
6,5,848,0,848,1,0,1,1,4,0,0,4014012,170.0,848.0,1.0,0.0,2003.0,2.0,420.0
6,8,816,0,816,1,0,2,1,5,0,0,3873510,0.0,816.0,0.0,0.0,2002.0,1.0,432.0
5,5,1097,0,1097,1,1,3,1,6,0,0,3978030,0.0,1097.0,0.0,0.0,1995.0,2.0,672.0
8,5,1652,0,1652,2,0,2,1,6,0,0,4000000,0.0,1494.0,1.0,0.0,2000.0,2.0,499.0
4,5,1768,0,1768,2,0,4,2,8,0,0,3873024,0.0,1768.0,0.0,0.0,0.0,0.0,0.0
4,5,1152,0,1152,2,0,2,2,6,0,0,3822025,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,810,0,810,1,0,1,1,4,0,0,3724500,0.0,0.0,0.0,0.0,1975.0,1.0,280.0
7,5,1358,0,1358,2,0,2,1,6,1,0,4030056,176.0,1350.0,1.0,0.0,2008.0,2.0,484.0
6,5,1216,0,1216,2,0,2,1,5,0,0,3992004,116.0,1216.0,1.0,0.0,1998.0,2.0,402.0
6,5,967,671,1638,2,0,4,1,6,0,0,3829849,327.0,967.0,0.0,0.0,1957.0,1.0,384.0
7,5,624,628,1252,2,1,2,1,4,0,0,3998000,212.0,600.0,1.0,0.0,1999.0,2.0,462.0
5,6,883,0,883,1,0,2,1,5,1,0,3970056,0.0,828.0,1.0,0.0,1998.0,2.0,698.0
5,6,874,0,874,1,0,3,1,5,0,600,3873024,0.0,864.0,1.0,0.0,1968.0,1.0,288.0
7,6,902,808,1710,2,0,3,1,9,0,0,3745950,0.0,576.0,0.0,0.0,1990.0,2.0,480.0
8,5,1836,0,1836,2,0,3,1,8,1,0,4034072,288.0,1836.0,0.0,0.0,2009.0,2.0,517.0
5,5,1092,0,1092,1,0,2,1,6,1,0,3829849,0.0,1092.0,1.0,0.0,1957.0,1.0,299.0
7,5,1241,0,1241,1,1,1,1,4,0,0,4026042,0.0,1241.0,1.0,0.0,2007.0,2.0,569.0
6,5,1334,0,1334,2,0,2,1,6,1,0,3908529,360.0,1350.0,0.0,1.0,1977.0,2.0,630.0
6,6,1429,0,1429,1,0,3,1,7,2,0,3894520,85.0,1144.0,0.0,1.0,1960.0,2.0,572.0
8,5,1566,0,1566,2,0,3,1,7,0,0,4032064,36.0,1566.0,1.0,0.0,2008.0,2.0,750.0
7,7,1316,972,2288,1,2,4,1,8,2,0,3938184,283.0,908.0,0.0,0.0,1977.0,2.0,520.0
9,5,1709,0,1709,2,0,2,1,5,1,0,3998000,60.0,1698.0,1.0,0.0,1999.0,2.0,506.0
8,5,1721,0,1721,2,0,3,1,7,0,0,4020025,210.0,1721.0,1.0,0.0,2005.0,2.0,554.0
8,5,1254,0,1254,2,0,2,1,5,0,0,4032064,140.0,1254.0,1.0,0.0,2008.0,3.0,810.0
5,7,864,486,1350,1,1,2,1,6,0,0,3829593,0.0,576.0,1.0,0.0,1973.0,3.0,627.0
7,5,1630,0,1630,2,0,3,1,6,1,0,4002000,171.0,1630.0,0.0,0.0,2000.0,2.0,451.0
7,5,831,754,1585,2,1,3,1,7,0,0,4020025,96.0,784.0,0.0,0.0,2005.0,2.0,449.0
5,5,1336,0,1336,1,0,2,1,5,2,0,3814209,56.0,1165.0,1.0,0.0,1953.0,1.0,375.0
5,6,1211,0,1211,1,0,2,1,6,1,0,3927924,0.0,864.0,0.0,0.0,1972.0,2.0,576.0
6,5,1353,0,1353,2,0,2,1,5,1,0,3956021,253.0,1259.0,1.0,0.0,1979.0,2.0,478.0
7,6,1200,0,1200,2,0,3,1,6,1,0,3865156,202.0,1174.0,0.0,1.0,1966.0,2.0,440.0
7,5,1532,797,2329,2,1,4,1,10,1,0,3960100,99.0,1475.0,1.0,0.0,1990.0,2.0,514.0
7,5,1536,0,1536,2,0,3,1,7,0,0,4010006,113.0,1536.0,1.0,0.0,2002.0,2.0,532.0
6,7,1811,0,1811,1,0,2,1,6,1,0,3919824,0.0,1073.0,0.0,0.0,1956.0,2.0,470.0
7,5,1071,1101,2172,2,1,3,1,9,1,0,4024036,350.0,1063.0,0.0,0.0,2006.0,3.0,947.0
4,6,1073,0,1073,1,0,3,1,6,0,0,3874860,0.0,1073.0,1.0,0.0,1985.0,2.0,720.0
6,5,1051,788,1839,1,1,4,1,7,1,0,3865156,351.0,756.0,0.0,0.0,1966.0,2.0,442.0
3,3,1020,0,1020,1,0,2,1,5,0,0,3740100,0.0,1020.0,0.0,0.0,0.0,0.0,0.0
6,7,964,838,1802,2,1,3,1,8,1,0,3972049,85.0,946.0,0.0,1.0,2000.0,4.0,1017.0
5,7,1009,0,1009,2,0,3,1,6,1,0,3908529,51.0,995.0,0.0,0.0,1977.0,2.0,576.0
8,5,1338,0,1338,2,0,3,1,6,0,0,4028049,0.0,1338.0,0.0,0.0,2007.0,2.0,598.0
5,7,3820,0,3820,3,1,5,1,11,2,0,3910164,0.0,0.0,0.0,0.0,1959.0,2.0,624.0
7,5,703,689,1392,2,0,2,1,5,0,0,4028049,0.0,689.0,0.0,0.0,2007.0,2.0,540.0
8,5,1288,0,1288,1,1,1,1,4,2,0,3984016,0.0,1260.0,1.0,0.0,1996.0,2.0,500.0
6,7,1013,0,1013,1,0,3,1,6,0,0,3755700,0.0,992.0,0.0,0.0,1926.0,1.0,160.0
8,5,1782,0,1782,2,0,3,1,7,2,0,4018020,238.0,1782.0,1.0,0.0,2004.0,3.0,932.0
9,5,1922,0,1922,2,0,3,1,8,1,0,4022030,200.0,1922.0,1.0,0.0,2005.0,3.0,676.0
10,5,1718,0,1718,2,0,3,1,7,1,0,4026042,230.0,1700.0,1.0,0.0,2008.0,3.0,786.0
10,5,2492,0,2492,2,1,2,1,8,1,0,4018020,730.0,2492.0,1.0,0.0,2004.0,3.0,949.0
4,7,624,312,936,1,0,3,1,5,0,0,3798600,0.0,624.0,0.0,0.0,1948.0,1.0,265.0
6,5,1218,0,1218,2,0,2,1,4,0,0,4036081,0.0,1218.0,0.0,0.0,2009.0,2.0,676.0
7,5,910,910,1820,2,1,3,1,8,1,0,3986012,0.0,910.0,0.0,0.0,1996.0,3.0,816.0
7,5,880,844,1724,2,1,3,1,8,0,0,3994002,0.0,880.0,0.0,0.0,1998.0,2.0,527.0
6,6,1336,0,1336,1,1,3,1,7,1,0,3833764,632.0,1121.0,0.0,0.0,1958.0,2.0,488.0
5,5,910,648,1558,1,1,4,1,6,0,0,3802500,0.0,910.0,0.0,0.0,1950.0,1.0,282.0
7,5,991,956,1947,2,1,3,1,8,1,0,4018020,0.0,991.0,0.0,0.0,2004.0,2.0,678.0
7,5,832,825,1657,2,1,3,1,6,0,2000,3978030,145.0,832.0,0.0,0.0,1994.0,2.0,483.0
7,5,2064,0,2064,2,0,3,1,7,2,0,3912484,383.0,2048.0,1.0,0.0,1978.0,2.0,550.0
5,5,1164,0,1164,1,0,3,1,5,0,0,3802500,0.0,1164.0,1.0,0.0,1950.0,1.0,240.0
7,6,836,0,836,1,0,2,1,4,0,0,3900625,0.0,836.0,0.0,0.0,1975.0,1.0,308.0
1,3,1600,0,1600,1,1,3,1,6,0,0,3806401,0.0,0.0,0.0,0.0,1951.0,1.0,270.0
6,5,816,0,816,1,0,3,1,5,0,0,3960100,104.0,816.0,1.0,0.0,0.0,0.0,0.0
9,5,1766,0,1766,2,1,2,1,7,1,0,4036081,162.0,1766.0,1.0,0.0,2009.0,3.0,478.0
5,6,1001,1001,2002,2,0,4,2,8,0,0,3800550,0.0,1001.0,0.0,0.0,1949.0,3.0,871.0
7,9,1137,817,1954,1,1,3,1,8,2,0,3889634,312.0,798.0,0.0,1.0,1939.0,2.0,431.0
7,5,1364,0,1364,2,0,2,1,6,1,0,4024036,14.0,1220.0,1.0,0.0,2006.0,2.0,437.0
7,5,920,941,1861,2,1,3,1,8,0,0,4008004,0.0,916.0,1.0,0.0,2002.0,2.0,492.0
5,5,1302,432,1734,2,0,4,2,8,0,0,3908529,0.0,0.0,0.0,0.0,1977.0,2.0,539.0
4,8,717,322,1039,1,0,2,1,6,0,0,3805700,0.0,405.0,0.0,0.0,1940.0,1.0,281.0
4,4,833,677,1510,2,0,3,1,7,0,0,3724500,0.0,677.0,0.0,0.0,1974.0,2.0,720.0
8,5,1164,1377,2541,3,1,4,1,10,1,0,4020025,146.0,1149.0,1.0,0.0,2005.0,3.0,729.0
8,5,1512,0,1512,2,0,3,1,6,0,0,4016016,264.0,1512.0,0.0,0.0,2004.0,3.0,845.0
7,5,1434,0,1434,2,0,3,1,6,1,0,4004001,0.0,1454.0,0.0,0.0,2001.0,2.0,527.0
7,5,812,841,1653,2,1,3,1,6,0,0,4012009,0.0,812.0,1.0,0.0,2003.0,2.0,628.0
6,7,1090,917,2007,2,0,3,1,8,0,0,3705000,0.0,917.0,0.0,0.0,1930.0,1.0,357.0
5,5,1037,0,1037,1,0,2,1,5,0,0,3896676,44.0,1037.0,1.0,0.0,1974.0,2.0,431.0
5,5,1389,0,1389,1,0,2,1,6,1,0,3898650,0.0,1389.0,1.0,0.0,1975.0,2.0,418.0
5,6,694,0,694,1,0,2,1,4,1,0,3829826,0.0,440.0,0.0,0.0,1990.0,1.0,352.0
6,5,572,524,1096,1,0,2,1,5,0,0,3751800,0.0,572.0,0.0,0.0,0.0,0.0,0.0
5,7,894,0,894,1,0,3,1,5,0,0,3888784,0.0,894.0,1.0,0.0,1975.0,2.0,552.0
5,5,864,0,864,1,0,3,1,5,0,0,3884841,0.0,864.0,1.0,0.0,1977.0,2.0,576.0
4,2,1095,679,1774,2,0,4,2,8,0,0,3705000,0.0,1095.0,1.0,0.0,1920.0,3.0,779.0
6,6,1118,0,1118,1,0,3,1,6,1,0,3908529,0.0,1096.0,1.0,0.0,1977.0,1.0,358.0
6,5,1032,220,1252,1,0,3,1,6,0,0,3802500,0.0,1032.0,0.0,0.0,1950.0,1.0,288.0
5,5,1148,0,1148,1,0,3,1,6,0,0,3837681,0.0,1148.0,1.0,0.0,1959.0,1.0,672.0
8,7,833,833,1666,1,0,3,1,7,1,0,3842300,0.0,588.0,0.0,0.0,1925.0,1.0,228.0
9,5,1366,581,1947,2,1,3,1,7,1,0,4006002,134.0,1357.0,1.0,0.0,2001.0,3.0,725.0
5,5,912,0,912,1,0,3,1,5,1,0,3869089,0.0,912.0,0.0,0.0,1974.0,1.0,336.0
5,6,1195,0,1195,2,0,4,2,8,0,0,3794700,0.0,1195.0,0.0,0.0,0.0,0.0,0.0
8,5,1624,0,1624,2,0,2,1,5,1,0,3978030,0.0,1624.0,1.0,0.0,1994.0,3.0,757.0
5,7,914,0,914,1,0,2,1,5,0,0,3916441,40.0,914.0,1.0,0.0,1979.0,2.0,444.0
5,6,1328,0,1328,1,1,2,1,5,2,0,3837681,0.0,1350.0,0.0,1.0,1959.0,1.0,308.0
6,8,686,775,1461,1,0,3,1,6,1,0,3834666,0.0,686.0,0.0,0.0,1926.0,1.0,225.0
6,5,1364,1319,2683,2,1,4,1,9,2,0,3962090,304.0,930.0,1.0,0.0,1990.0,2.0,473.0
7,6,1258,0,1258,2,0,3,1,6,0,0,4028049,0.0,1246.0,0.0,0.0,2007.0,2.0,462.0
5,8,1112,896,2008,3,0,3,1,8,0,0,3899896,0.0,896.0,1.0,0.0,1948.0,1.0,230.0
5,5,1187,0,1187,1,0,2,1,6,1,0,3845521,0.0,864.0,1.0,0.0,1961.0,2.0,440.0
5,5,990,0,990,1,0,3,1,5,0,0,3976036,0.0,990.0,0.0,0.0,1996.0,1.0,299.0
8,5,962,624,1586,2,1,3,1,7,0,0,3996001,466.0,960.0,1.0,0.0,1999.0,2.0,480.0
5,5,990,0,990,1,0,3,1,5,0,0,3980025,0.0,990.0,0.0,1.0,1996.0,2.0,576.0
5,6,1600,0,1600,1,0,2,1,6,2,0,3908129,0.0,1484.0,1.0,0.0,1957.0,1.0,319.0
8,5,896,896,1792,2,1,3,1,8,0,0,4028049,0.0,896.0,0.0,0.0,2007.0,2.0,590.0
4,6,526,462,988,1,0,1,1,4,1,0,3892729,0.0,462.0,1.0,0.0,1973.0,1.0,297.0
5,6,1170,0,1170,1,0,3,1,6,1,0,3833764,0.0,1170.0,0.0,1.0,1958.0,1.0,338.0
3,5,714,662,1376,1,0,2,1,7,0,0,3714750,0.0,738.0,0.0,0.0,1930.0,1.0,216.0
5,6,1154,0,1154,1,1,3,1,6,1,0,3865156,200.0,1154.0,0.0,0.0,1966.0,2.0,480.0
8,9,909,863,1772,2,1,3,1,7,0,0,3818090,0.0,725.0,0.0,0.0,1992.0,2.0,816.0
10,5,2084,0,2084,2,0,2,1,7,1,0,4030056,816.0,2078.0,1.0,0.0,2007.0,3.0,1220.0
4,6,951,0,951,1,0,2,1,6,0,0,3775200,0.0,951.0,0.0,0.0,1936.0,1.0,327.0
8,5,1466,1221,2687,2,1,4,1,10,2,0,4000000,150.0,1455.0,1.0,0.0,2000.0,3.0,810.0
9,5,2490,0,2490,2,0,2,1,9,2,0,4022030,198.0,2458.0,1.0,0.0,2005.0,3.0,795.0
6,6,1204,462,1666,1,0,3,1,4,0,0,3757650,0.0,1204.0,0.0,0.0,1927.0,1.0,384.0
6,5,1141,0,1141,1,1,3,1,6,0,0,4020025,0.0,1141.0,0.0,0.0,2005.0,2.0,484.0
5,6,732,732,1464,1,1,4,1,7,0,0,3873024,0.0,732.0,0.0,0.0,1968.0,2.0,470.0
5,7,820,527,1347,1,0,3,1,5,0,0,3802810,0.0,1117.0,1.0,0.0,0.0,0.0,0.0
5,6,778,504,1282,1,0,2,1,4,0,0,3843218,0.0,672.0,1.0,0.0,1942.0,1.0,240.0
6,5,636,684,1320,2,1,3,1,6,0,0,3976036,0.0,636.0,0.0,0.0,1994.0,2.0,472.0
3,5,576,360,936,1,0,2,1,6,0,0,3736200,0.0,216.0,0.0,0.0,0.0,0.0,0.0
8,5,1580,0,1580,2,0,3,1,7,0,0,4030056,186.0,1580.0,0.0,0.0,2008.0,3.0,830.0
7,5,1824,0,1824,2,0,2,1,5,2,0,3945942,351.0,1643.0,1.0,0.0,1971.0,2.0,739.0
5,6,1558,0,1558,2,0,2,1,5,0,0,3951975,0.0,864.0,1.0,0.0,1975.0,2.0,440.0
3,6,640,0,640,1,0,2,1,5,0,0,3903615,0.0,0.0,0.0,0.0,1945.0,1.0,240.0
6,5,855,467,1322,2,1,3,1,6,1,0,3896676,0.0,855.0,0.0,1.0,1974.0,2.0,440.0
7,8,916,910,1826,1,1,4,1,7,1,0,3839575,0.0,910.0,1.0,0.0,1915.0,1.0,164.0
