Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath
5,7,864,486,1350,1,1,6,0,0,3829593,0.0,576.0,1.0,627.0,2.0
7,5,1630,0,1630,0,1,6,1,0,4002000,171.0,1630.0,0.0,451.0,6.0
7,5,831,754,1585,1,1,7,0,0,4020025,96.0,784.0,0.0,449.0,6.0
5,5,1336,0,1336,0,1,5,2,0,3814209,56.0,1165.0,1.0,375.0,2.0
5,6,1211,0,1211,0,1,6,1,0,3927924,0.0,864.0,0.0,576.0,2.0
6,5,1353,0,1353,0,1,5,1,0,3956021,253.0,1259.0,1.0,478.0,4.0
7,6,1200,0,1200,0,1,6,1,0,3865156,202.0,1174.0,0.0,440.0,6.0
7,5,1532,797,2329,1,1,10,1,0,3960100,99.0,1475.0,1.0,514.0,8.0
7,5,1536,0,1536,0,1,7,0,0,4010006,113.0,1536.0,1.0,532.0,6.0
6,7,1811,0,1811,0,1,6,1,0,3919824,0.0,1073.0,0.0,470.0,2.0
7,5,1071,1101,2172,1,1,9,1,0,4024036,350.0,1063.0,0.0,947.0,6.0
4,6,1073,0,1073,0,1,6,0,0,3874860,0.0,1073.0,1.0,720.0,3.0
6,5,1051,788,1839,1,1,7,1,0,3865156,351.0,756.0,0.0,442.0,4.0
3,3,1020,0,1020,0,1,5,0,0,3740100,0.0,1020.0,0.0,0.0,2.0
6,7,964,838,1802,1,1,8,1,0,3972049,85.0,946.0,0.0,1017.0,6.0
5,7,1009,0,1009,0,1,6,1,0,3908529,51.0,995.0,0.0,576.0,6.0
8,5,1338,0,1338,0,1,6,0,0,4028049,0.0,1338.0,0.0,598.0,6.0
5,7,3820,0,3820,1,1,11,2,0,3910164,0.0,0.0,0.0,624.0,15.0
7,5,703,689,1392,0,1,5,0,0,4028049,0.0,689.0,0.0,540.0,4.0
8,5,1288,0,1288,1,1,4,2,0,3984016,0.0,1260.0,1.0,500.0,1.0
6,7,1013,0,1013,0,1,6,0,0,3755700,0.0,992.0,0.0,160.0,3.0
8,5,1782,0,1782,0,1,7,2,0,4018020,238.0,1782.0,1.0,932.0,6.0
9,5,1922,0,1922,0,1,8,1,0,4022030,200.0,1922.0,1.0,676.0,6.0
10,5,1718,0,1718,0,1,7,1,0,4026042,230.0,1700.0,1.0,786.0,6.0
10,5,2492,0,2492,1,1,8,1,0,4018020,730.0,2492.0,1.0,949.0,4.0
4,7,624,312,936,0,1,5,0,0,3798600,0.0,624.0,0.0,265.0,3.0
6,5,1218,0,1218,0,1,4,0,0,4036081,0.0,1218.0,0.0,676.0,4.0
7,5,910,910,1820,1,1,8,1,0,3986012,0.0,910.0,0.0,816.0,6.0
7,5,880,844,1724,1,1,8,0,0,3994002,0.0,880.0,0.0,527.0,6.0
6,6,1336,0,1336,1,1,7,1,0,3833764,632.0,1121.0,0.0,488.0,3.0
5,5,910,648,1558,1,1,6,0,0,3802500,0.0,910.0,0.0,282.0,4.0
7,5,991,956,1947,1,1,8,1,0,4018020,0.0,991.0,0.0,678.0,6.0
7,5,832,825,1657,1,1,6,0,2000,3978030,145.0,832.0,0.0,483.0,6.0
7,5,2064,0,2064,0,1,7,2,0,3912484,383.0,2048.0,1.0,550.0,6.0
5,5,1164,0,1164,0,1,5,0,0,3802500,0.0,1164.0,1.0,240.0,3.0
7,6,836,0,836,0,1,4,0,0,3900625,0.0,836.0,0.0,308.0,2.0
1,3,1600,0,1600,1,1,6,0,0,3806401,0.0,0.0,0.0,270.0,3.0
6,5,816,0,816,0,1,5,0,0,3960100,104.0,816.0,1.0,0.0,3.0
9,5,1766,0,1766,1,1,7,1,0,4036081,162.0,1766.0,1.0,478.0,4.0
5,6,1001,1001,2002,0,2,8,0,0,3800550,0.0,1001.0,0.0,871.0,8.0
7,9,1137,817,1954,1,1,8,2,0,3889634,312.0,798.0,0.0,431.0,3.0
7,5,1364,0,1364,0,1,6,1,0,4024036,14.0,1220.0,1.0,437.0,4.0
7,5,920,941,1861,1,1,8,0,0,4008004,0.0,916.0,1.0,492.0,6.0
5,5,1302,432,1734,0,2,8,0,0,3908529,0.0,0.0,0.0,539.0,8.0
4,8,717,322,1039,0,1,6,0,0,3805700,0.0,405.0,0.0,281.0,2.0
4,4,833,677,1510,0,1,7,0,0,3724500,0.0,677.0,0.0,720.0,6.0
8,5,1164,1377,2541,1,1,10,1,0,4020025,146.0,1149.0,1.0,729.0,12.0
8,5,1512,0,1512,0,1,6,0,0,4016016,264.0,1512.0,0.0,845.0,6.0
7,5,1434,0,1434,0,1,6,1,0,4004001,0.0,1454.0,0.0,527.0,6.0
7,5,812,841,1653,1,1,6,0,0,4012009,0.0,812.0,1.0,628.0,6.0
6,7,1090,917,2007,0,1,8,0,0,3705000,0.0,917.0,0.0,357.0,6.0
5,5,1037,0,1037,0,1,5,0,0,3896676,44.0,1037.0,1.0,431.0,2.0
5,5,1389,0,1389,0,1,6,1,0,3898650,0.0,1389.0,1.0,418.0,2.0
5,6,694,0,694,0,1,4,1,0,3829826,0.0,440.0,0.0,352.0,2.0
6,5,572,524,1096,0,1,5,0,0,3751800,0.0,572.0,0.0,0.0,2.0
5,7,894,0,894,0,1,5,0,0,3888784,0.0,894.0,1.0,552.0,3.0
5,5,864,0,864,0,1,5,0,0,3884841,0.0,864.0,1.0,576.0,3.0
4,2,1095,679,1774,0,2,8,0,0,3705000,0.0,1095.0,1.0,779.0,8.0
6,6,1118,0,1118,0,1,6,1,0,3908529,0.0,1096.0,1.0,358.0,3.0
6,5,1032,220,1252,0,1,6,0,0,3802500,0.0,1032.0,0.0,288.0,3.0
5,5,1148,0,1148,0,1,6,0,0,3837681,0.0,1148.0,1.0,672.0,3.0
8,7,833,833,1666,0,1,7,1,0,3842300,0.0,588.0,0.0,228.0,3.0
9,5,1366,581,1947,1,1,7,1,0,4006002,134.0,1357.0,1.0,725.0,6.0
5,5,912,0,912,0,1,5,1,0,3869089,0.0,912.0,0.0,336.0,3.0
5,6,1195,0,1195,0,2,8,0,0,3794700,0.0,1195.0,0.0,0.0,8.0
8,5,1624,0,1624,0,1,5,1,0,3978030,0.0,1624.0,1.0,757.0,4.0
5,7,914,0,914,0,1,5,0,0,3916441,40.0,914.0,1.0,444.0,2.0
5,6,1328,0,1328,1,1,5,2,0,3837681,0.0,1350.0,0.0,308.0,2.0
6,8,686,775,1461,0,1,6,1,0,3834666,0.0,686.0,0.0,225.0,3.0
6,5,1364,1319,2683,1,1,9,2,0,3962090,304.0,930.0,1.0,473.0,8.0
7,6,1258,0,1258,0,1,6,0,0,4028049,0.0,1246.0,0.0,462.0,6.0
5,8,1112,896,2008,0,1,8,0,0,3899896,0.0,896.0,1.0,230.0,9.0
5,5,1187,0,1187,0,1,6,1,0,3845521,0.0,864.0,1.0,440.0,2.0
5,5,990,0,990,0,1,5,0,0,3976036,0.0,990.0,0.0,299.0,3.0
8,5,962,624,1586,1,1,7,0,0,3996001,466.0,960.0,1.0,480.0,6.0
5,5,990,0,990,0,1,5,0,0,3980025,0.0,990.0,0.0,576.0,3.0
5,6,1600,0,1600,0,1,6,2,0,3908129,0.0,1484.0,1.0,319.0,2.0
8,5,896,896,1792,1,1,8,0,0,4028049,0.0,896.0,0.0,590.0,6.0
4,6,526,462,988,0,1,4,1,0,3892729,0.0,462.0,1.0,297.0,1.0
5,6,1170,0,1170,0,1,6,1,0,3833764,0.0,1170.0,0.0,338.0,3.0
3,5,714,662,1376,0,1,7,0,0,3714750,0.0,738.0,0.0,216.0,2.0
5,6,1154,0,1154,1,1,6,1,0,3865156,200.0,1154.0,0.0,480.0,3.0
8,9,909,863,1772,1,1,7,0,0,3818090,0.0,725.0,0.0,816.0,6.0
10,5,2084,0,2084,0,1,7,1,0,4030056,816.0,2078.0,1.0,1220.0,4.0
4,6,951,0,951,0,1,6,0,0,3775200,0.0,951.0,0.0,327.0,2.0
8,5,1466,1221,2687,1,1,10,2,0,4000000,150.0,1455.0,1.0,810.0,8.0
9,5,2490,0,2490,0,1,9,2,0,4022030,198.0,2458.0,1.0,795.0,4.0
6,6,1204,462,1666,0,1,4,0,0,3757650,0.0,1204.0,0.0,384.0,3.0
6,5,1141,0,1141,1,1,6,0,0,4020025,0.0,1141.0,0.0,484.0,3.0
5,6,732,732,1464,1,1,7,0,0,3873024,0.0,732.0,0.0,470.0,4.0
5,7,820,527,1347,0,1,5,0,0,3802810,0.0,1117.0,1.0,0.0,3.0
5,6,778,504,1282,0,1,4,0,0,3843218,0.0,672.0,1.0,240.0,2.0
6,5,636,684,1320,1,1,6,0,0,3976036,0.0,636.0,0.0,472.0,6.0
3,5,576,360,936,0,1,6,0,0,3736200,0.0,216.0,0.0,0.0,2.0
8,5,1580,0,1580,0,1,7,0,0,4030056,186.0,1580.0,0.0,830.0,6.0
7,5,1824,0,1824,0,1,5,2,0,3945942,351.0,1643.0,1.0,739.0,4.0
5,6,1558,0,1558,0,1,5,0,0,3951975,0.0,864.0,1.0,440.0,4.0
3,6,640,0,640,0,1,5,0,0,3903615,0.0,0.0,0.0,240.0,2.0
6,5,855,467,1322,1,1,6,1,0,3896676,0.0,855.0,0.0,440.0,6.0
7,8,916,910,1826,1,1,7,1,0,3839575,0.0,910.0,1.0,164.0,4.0
7,5,1339,0,1339,0,1,6,1,0,3960100,54.0,1309.0,1.0,484.0,4.0
4,5,372,720,1092,0,2,7,0,3500,3763500,0.0,0.0,0.0,0.0,6.0
7,5,1146,0,1146,0,1,6,1,0,4012009,442.0,868.0,1.0,438.0,6.0
6,6,1125,0,1125,0,1,6,1,0,3904576,255.0,1041.0,1.0,352.0,3.0
7,7,1020,1037,2057,1,1,6,1,0,3846832,0.0,1017.0,0.0,180.0,3.0
5,6,899,0,899,0,1,5,0,0,3724500,0.0,481.0,0.0,200.0,2.0
4,6,828,658,1594,0,2,9,0,0,3812360,0.0,828.0,0.0,0.0,6.0
8,5,1694,0,1694,0,1,7,0,0,4028049,254.0,1694.0,0.0,818.0,6.0
8,5,1065,846,1911,1,1,8,1,0,3974042,125.0,777.0,0.0,471.0,6.0
4,4,672,0,672,0,1,4,0,0,3753750,0.0,432.0,0.0,0.0,2.0
6,5,1523,0,1523,0,1,7,1,0,3904576,160.0,1193.0,0.0,478.0,6.0
6,5,1651,0,1651,0,1,7,1,0,3944196,132.0,1606.0,1.0,616.0,6.0
5,6,1041,0,1041,0,1,6,0,0,3837681,132.0,1041.0,1.0,270.0,3.0
5,5,1604,0,1604,0,2,8,0,0,3833764,0.0,1604.0,0.0,576.0,8.0
6,7,1014,658,1672,1,1,6,1,0,3858660,0.0,981.0,0.0,240.0,3.0
7,5,1164,0,1164,1,1,6,0,0,3876961,168.0,1164.0,0.0,528.0,3.0
5,6,1041,0,1041,0,1,6,0,0,3833764,0.0,1041.0,0.0,294.0,3.0
6,8,1034,0,1034,0,1,6,1,0,3912484,40.0,450.0,0.0,504.0,3.0
6,8,825,784,1609,0,1,7,0,0,3724500,0.0,796.0,0.0,228.0,3.0
5,8,1337,0,1337,0,1,7,1,0,3911700,0.0,572.0,1.0,264.0,3.0
8,5,1500,1122,2622,1,1,9,2,0,3978030,362.0,1463.0,1.0,712.0,6.0
7,6,1594,0,1594,0,1,6,1,0,3972049,112.0,1594.0,0.0,472.0,4.0
6,5,1262,0,1262,0,1,5,0,0,4024036,68.0,1262.0,0.0,572.0,4.0
6,5,1175,0,1175,0,1,6,0,0,4022030,126.0,1175.0,1.0,0.0,3.0
6,7,664,624,1288,0,1,5,1,0,3847419,0.0,624.0,1.0,280.0,3.0
5,5,630,672,1302,1,1,6,0,0,3884841,142.0,630.0,0.0,280.0,6.0
8,5,1247,0,1247,1,1,4,1,0,4020025,0.0,1247.0,1.0,550.0,1.0
9,5,1738,851,2589,1,1,11,1,0,4024036,215.0,1738.0,1.0,831.0,8.0
8,5,1689,0,1689,0,1,7,2,0,4008004,148.0,1568.0,1.0,857.0,6.0
7,5,1405,0,1405,0,1,6,1,0,4012009,235.0,1405.0,1.0,478.0,4.0
7,6,1324,0,1324,0,1,5,1,0,3904576,130.0,1228.0,0.0,585.0,6.0
5,5,1377,0,1377,0,1,6,2,0,3841600,0.0,1377.0,1.0,351.0,3.0
6,5,888,868,1756,1,1,7,0,0,3986012,42.0,872.0,1.0,422.0,6.0
5,6,1228,0,1228,1,1,6,0,0,3943796,0.0,1228.0,0.0,271.0,3.0
5,6,1008,0,1008,0,1,4,1,0,3818116,0.0,1008.0,0.0,275.0,2.0
7,5,1153,878,2031,1,1,8,1,0,3994002,202.0,1153.0,0.0,541.0,6.0
6,5,752,752,1504,1,1,6,0,0,4028049,22.0,752.0,0.0,440.0,6.0
5,7,936,0,936,0,1,5,1,0,3744000,0.0,936.0,1.0,0.0,2.0
4,5,1383,0,1383,0,1,6,0,0,3818116,0.0,0.0,0.0,498.0,2.0
5,6,967,0,967,0,1,5,1,0,3820800,0.0,967.0,0.0,180.0,2.0
8,5,1656,0,1656,0,1,7,0,0,4024036,0.0,1656.0,0.0,826.0,6.0
6,8,1152,0,1152,0,1,6,1,0,3907800,0.0,1092.0,0.0,300.0,3.0
6,5,1142,0,1142,1,1,5,0,0,4020025,0.0,1142.0,0.0,0.0,3.0
6,5,1403,0,1403,0,1,5,0,0,4000000,0.0,1381.0,1.0,470.0,4.0
5,5,1712,0,1712,0,2,8,0,0,3927795,122.0,1626.0,0.0,588.0,8.0
4,4,1258,0,1258,2,2,6,0,0,3876961,0.0,1198.0,2.0,400.0,0.0
5,5,1687,0,1687,0,1,7,2,0,3798600,0.0,747.0,1.0,572.0,3.0
5,5,1560,0,1560,0,2,8,0,0,3833764,260.0,1560.0,0.0,484.0,8.0
7,7,1142,793,1935,1,1,7,1,0,3904576,233.0,793.0,0.0,550.0,6.0
7,5,1083,0,1083,0,1,5,1,0,3904576,252.0,1047.0,1.0,596.0,2.0
5,4,907,0,907,0,1,5,0,0,3908529,0.0,876.0,1.0,308.0,3.0
6,5,1675,0,1675,0,1,6,0,0,3998000,0.0,1666.0,1.0,435.0,6.0
5,5,988,0,988,0,1,4,0,0,3818116,0.0,988.0,0.0,520.0,2.0
8,5,1491,0,1491,0,1,7,0,0,4004001,0.0,1491.0,0.0,490.0,6.0
7,5,1479,0,1479,1,1,7,1,0,3952143,310.0,1645.0,2.0,578.0,6.0
5,5,1112,0,1112,0,1,5,0,0,3806401,0.0,631.0,0.0,480.0,2.0
6,5,1689,0,1689,0,1,7,1,0,3825936,0.0,1436.0,0.0,480.0,3.0
9,5,1710,0,1710,0,1,6,1,0,4028049,178.0,1710.0,1.0,557.0,4.0
6,5,1253,0,1253,1,1,5,1,0,3841600,212.0,1253.0,1.0,352.0,2.0
5,5,864,0,864,0,1,5,0,0,3849444,0.0,864.0,0.0,294.0,2.0
7,5,728,728,1456,1,1,7,1,0,4020025,0.0,728.0,1.0,410.0,6.0
7,5,1217,0,1217,0,1,6,0,0,3962090,0.0,1188.0,1.0,497.0,6.0
7,4,2151,495,2646,0,1,9,4,0,3896676,145.0,1748.0,1.0,550.0,6.0
8,5,866,902,1768,1,1,7,0,0,4028049,0.0,866.0,0.0,578.0,6.0
5,5,914,0,914,0,1,5,0,0,3984016,0.0,870.0,0.0,576.0,2.0
6,5,1131,644,1775,0,1,8,0,0,3857296,0.0,533.0,0.0,480.0,6.0
5,5,1361,1259,2620,2,2,12,1,8300,3908529,1.0,1361.0,0.0,600.0,8.0
5,5,830,797,1627,0,2,10,0,0,3811400,0.0,797.0,0.0,420.0,8.0
7,5,660,660,1320,1,1,6,0,0,4012009,0.0,660.0,0.0,400.0,6.0
4,5,772,351,1123,0,1,4,0,0,3781050,0.0,732.0,0.0,264.0,3.0
5,7,874,0,874,0,1,5,0,0,3941904,0.0,864.0,1.0,288.0,3.0
7,5,1553,1177,2730,1,1,8,1,0,3946182,172.0,1502.0,1.0,576.0,8.0
6,5,905,881,1786,1,1,7,0,0,3988009,0.0,824.0,1.0,684.0,6.0
4,5,1040,0,1040,0,2,6,0,0,3800550,0.0,0.0,0.0,420.0,4.0
5,5,1377,973,2350,0,2,10,0,0,3763200,0.0,973.0,0.0,393.0,8.0
5,5,884,886,1770,1,1,7,0,455,3873024,300.0,900.0,1.0,530.0,4.0
5,6,1269,0,1269,1,1,6,1,0,3841600,0.0,1269.0,0.0,308.0,3.0
5,4,1039,0,1039,1,1,6,0,0,3861225,0.0,1039.0,1.0,504.0,3.0
6,6,1520,0,1520,0,1,7,2,0,3855260,164.0,1156.0,1.0,364.0,3.0
8,5,1704,0,1704,0,1,7,1,0,4030056,200.0,1704.0,1.0,772.0,6.0
9,5,1686,0,1686,0,1,6,1,0,4024036,518.0,1686.0,1.0,899.0,2.0
8,5,1646,0,1646,0,1,7,1,0,4030056,338.0,1638.0,1.0,800.0,6.0
4,7,914,0,914,0,1,4,0,0,3845521,0.0,914.0,0.0,270.0,2.0
6,7,1149,467,1616,0,1,5,0,0,3859704,0.0,1149.0,0.0,216.0,6.0
4,4,720,472,1192,1,1,6,0,0,3800550,0.0,720.0,0.0,0.0,4.0
6,4,1178,1032,2210,0,1,8,0,0,3666000,0.0,1008.0,0.0,205.0,10.0
6,6,866,430,1296,0,1,6,0,0,3757650,0.0,845.0,0.0,576.0,3.0
8,5,2497,0,2497,0,1,7,2,0,3924361,0.0,2461.0,1.0,676.0,4.0
6,9,546,546,1092,1,1,6,0,0,3953790,0.0,546.0,0.0,0.0,6.0
7,6,896,756,1652,1,1,6,0,0,4001958,44.0,423.0,1.0,473.0,6.0
7,5,909,807,1716,1,1,7,1,0,3984016,0.0,880.0,0.0,512.0,4.0
5,5,1014,0,1014,0,1,6,0,0,3825936,0.0,0.0,0.0,267.0,2.0
5,5,1200,0,1200,0,1,5,0,0,3950156,0.0,1200.0,3.0,0.0,9.0
8,5,1432,0,1432,0,1,7,1,0,4024036,206.0,1422.0,0.0,492.0,6.0
7,5,1680,0,1680,0,1,7,1,0,3994002,0.0,1650.0,1.0,583.0,6.0
4,6,869,0,869,0,1,3,0,0,3798600,0.0,0.0,0.0,390.0,1.0
7,5,885,833,1718,1,1,7,1,0,3992004,40.0,832.0,0.0,427.0,6.0
6,6,525,567,1092,1,1,6,0,0,3892729,567.0,525.0,0.0,264.0,3.0
3,3,715,0,715,0,1,4,0,0,3761550,0.0,715.0,0.0,660.0,2.0
7,5,1560,0,1560,0,1,7,0,0,4012009,0.0,1560.0,0.0,573.0,6.0
7,5,866,902,1768,1,1,7,0,0,4020025,0.0,866.0,0.0,603.0,6.0
10,5,2290,0,2290,1,1,7,1,0,4028049,970.0,2320.0,2.0,1174.0,4.0
7,5,848,750,1598,1,1,7,1,0,4018020,0.0,848.0,0.0,433.0,6.0
5,7,990,0,990,0,1,5,0,0,3976036,0.0,990.0,1.0,528.0,3.0
5,7,941,0,941,0,1,4,0,0,3912484,124.0,941.0,1.0,564.0,2.0
6,8,751,611,1362,0,1,6,0,0,3838080,0.0,611.0,0.0,502.0,6.0
6,5,940,750,1690,1,1,7,1,0,4000000,0.0,915.0,1.0,442.0,6.0
6,5,1072,0,1072,0,1,5,0,0,4022030,80.0,547.0,1.0,525.0,2.0
4,6,572,0,572,0,1,4,0,0,3753750,0.0,572.0,0.0,200.0,2.0
7,5,1546,0,1546,0,1,7,0,0,4022030,204.0,1546.0,0.0,796.0,6.0
7,5,1346,0,1346,0,1,6,1,0,4032064,60.0,1336.0,1.0,660.0,6.0
6,5,1012,778,1790,2,1,8,1,0,3888784,288.0,732.0,1.0,484.0,4.0
6,6,1026,0,1026,0,1,5,0,0,3912484,0.0,940.0,1.0,576.0,3.0
7,5,1504,0,1504,0,1,6,1,0,3984016,196.0,1504.0,1.0,478.0,6.0
5,5,1700,0,1700,1,1,6,1,0,3837681,0.0,1398.0,0.0,447.0,4.0
3,3,864,0,864,0,1,5,0,0,3732300,0.0,864.0,1.0,0.0,2.0
6,8,1020,831,1851,1,1,7,1,0,3914252,340.0,822.0,0.0,440.0,6.0
6,5,756,756,1512,1,1,4,0,0,4000000,513.0,756.0,1.0,440.0,4.0
6,7,759,539,1298,0,1,8,1,0,3851605,0.0,651.0,0.0,240.0,4.0
7,5,1673,0,1673,0,1,7,1,0,4000000,0.0,1673.0,1.0,583.0,6.0
6,6,996,0,996,0,1,5,0,0,3968064,0.0,936.0,1.0,564.0,2.0
6,8,816,408,1224,0,1,5,0,0,3903792,0.0,816.0,1.0,280.0,3.0
4,6,840,534,1374,0,1,6,0,0,3744000,0.0,840.0,0.0,338.0,2.0
5,6,936,780,1716,0,1,9,0,0,3824000,0.0,780.0,1.0,0.0,12.0
8,5,1690,1589,3279,1,1,12,1,0,4012009,603.0,1650.0,1.0,841.0,12.0
7,5,1143,0,1143,1,1,5,0,0,4024036,0.0,1143.0,0.0,0.0,3.0
9,5,1652,0,1652,0,1,6,2,0,4026042,300.0,1652.0,1.0,840.0,4.0
5,6,1054,0,1054,0,1,6,0,0,3880371,0.0,1046.0,0.0,240.0,3.0
5,6,935,0,935,0,1,5,0,0,3861225,114.0,935.0,1.0,288.0,3.0
4,5,1313,0,2377,0,1,8,1,0,3734250,0.0,1313.0,0.0,528.0,6.0
5,7,1122,0,1122,0,1,6,0,0,3905740,0.0,924.0,1.0,528.0,2.0
5,5,1180,0,1180,1,1,6,0,0,3880900,0.0,1180.0,0.0,477.0,2.0
7,6,815,875,1690,0,1,7,1,0,3736200,0.0,815.0,0.0,225.0,3.0
8,5,1370,0,1370,0,1,6,1,0,4024036,178.0,1370.0,0.0,484.0,4.0
5,7,1486,0,1486,0,1,7,0,0,3926036,0.0,1486.0,1.0,480.0,3.0
5,6,676,455,1131,1,1,5,0,0,3784950,0.0,676.0,0.0,200.0,3.0
8,5,1565,1234,2799,1,1,8,1,0,3972049,420.0,1286.0,1.0,704.0,6.0
7,5,728,728,1456,1,1,8,1,0,4024036,0.0,728.0,0.0,440.0,6.0
8,5,1734,0,1734,0,1,6,0,0,3982020,0.0,1587.0,1.0,528.0,4.0
9,5,1531,0,1531,0,1,6,1,0,4024036,122.0,1504.0,1.0,700.0,4.0
8,5,1922,0,1922,0,1,6,1,0,4008004,886.0,1922.0,1.0,692.0,4.0
5,5,1144,0,1144,0,1,6,1,0,3841600,69.0,1144.0,0.0,336.0,3.0
7,7,1363,0,1363,0,1,5,2,0,3917770,0.0,1385.0,1.0,439.0,2.0
9,5,1866,0,1866,0,1,7,1,0,4032064,492.0,1858.0,1.0,870.0,4.0
3,4,1077,0,1077,0,1,6,1,0,3747900,0.0,1007.0,0.0,210.0,3.0
8,5,1550,0,1550,1,1,5,0,0,4026042,0.0,1550.0,0.0,528.0,4.0
7,5,1646,0,1646,0,1,5,1,0,4018020,174.0,1594.0,1.0,482.0,4.0
7,5,1248,0,1248,0,1,5,0,0,4022030,16.0,1248.0,0.0,438.0,4.0
7,5,1245,0,1245,0,1,5,0,0,4018020,0.0,1235.0,0.0,495.0,2.0
6,5,1052,0,1052,0,1,6,0,0,3853369,203.0,1052.0,1.0,311.0,3.0
6,6,1829,0,1829,0,1,8,0,0,3869089,120.0,1829.0,1.0,535.0,8.0
4,7,952,0,952,0,1,4,0,0,3825936,0.0,952.0,0.0,283.0,2.0
7,5,1480,0,1480,0,1,7,0,300,4024027,506.0,1480.0,1.0,620.0,6.0
8,5,1844,0,1844,0,1,7,1,0,4022030,366.0,1844.0,1.0,620.0,4.0
6,7,825,672,1497,0,1,5,0,0,3874000,0.0,825.0,0.0,672.0,6.0
5,6,976,0,976,0,1,5,0,0,3786900,0.0,976.0,1.0,215.0,2.0
5,7,964,0,964,0,1,5,0,0,3853526,0.0,876.0,1.0,432.0,2.0
7,5,1501,0,1501,0,1,6,0,0,3996001,183.0,1490.0,1.0,577.0,6.0
5,5,1560,0,1560,0,1,7,1,0,3825936,259.0,1150.0,0.0,313.0,2.0
6,7,1440,1440,3395,0,2,14,0,0,3818430,0.0,1440.0,0.0,0.0,16.0
5,5,864,0,864,0,1,6,0,0,3833764,0.0,864.0,0.0,399.0,3.0
7,5,1525,0,1525,0,1,6,0,0,4000000,244.0,1525.0,1.0,541.0,6.0
5,6,1190,0,1190,0,1,6,0,0,3849444,120.0,1106.0,1.0,540.0,3.0
8,5,1302,528,1830,1,1,7,0,0,4024036,0.0,1302.0,0.0,859.0,6.0
7,5,1500,0,1500,0,1,6,0,0,4016016,210.0,1500.0,0.0,570.0,6.0
7,5,878,884,1762,1,1,6,0,0,4008004,199.0,826.0,0.0,591.0,6.0
7,8,1902,0,1902,0,1,7,2,0,3921918,0.0,1902.0,1.0,567.0,6.0
8,5,1658,0,1658,1,1,7,1,0,4032064,294.0,1614.0,0.0,726.0,6.0
9,5,1506,0,1506,0,1,6,1,0,4032064,284.0,1498.0,0.0,592.0,4.0
5,7,899,0,899,0,1,5,0,0,3941868,89.0,864.0,0.0,288.0,3.0
5,7,1001,653,1654,0,1,7,1,0,3825260,0.0,297.0,0.0,336.0,6.0
5,7,912,0,912,0,1,5,0,0,3850350,0.0,520.0,0.0,360.0,2.0
5,5,1373,0,1373,0,1,5,2,0,3912484,0.0,1319.0,1.0,591.0,3.0
7,5,970,739,1709,0,1,7,0,0,4016016,50.0,970.0,0.0,380.0,6.0
5,7,816,0,816,0,1,5,0,0,3747900,0.0,816.0,0.0,100.0,2.0
6,5,1091,0,1091,0,1,5,0,700,3978028,0.0,384.0,0.0,429.0,2.0
6,6,1081,0,1081,0,1,5,0,0,3906280,276.0,1081.0,1.0,401.0,3.0
5,5,1020,0,1020,0,1,5,0,0,3861225,0.0,1024.0,0.0,288.0,6.0
7,9,999,0,999,0,1,6,0,0,3935727,210.0,944.0,1.0,588.0,3.0
4,3,1440,0,1440,0,2,8,0,0,3908529,0.0,1440.0,2.0,0.0,8.0
7,5,853,900,1753,1,1,7,1,0,3994002,290.0,853.0,1.0,534.0,6.0
8,5,1116,848,1964,1,1,8,1,0,4022030,192.0,1100.0,0.0,760.0,6.0
7,5,1141,0,1141,1,1,6,0,0,4024036,0.0,1141.0,1.0,484.0,3.0
7,8,854,0,854,0,1,5,0,0,3859929,0.0,832.0,0.0,576.0,2.0
6,7,885,297,1182,1,1,5,0,0,3792750,0.0,770.0,0.0,378.0,3.0
9,5,1625,466,2091,1,1,8,1,0,4022030,385.0,1606.0,1.0,521.0,6.0
4,7,985,0,985,0,1,4,0,0,3828480,0.0,576.0,0.0,676.0,2.0
7,5,729,717,1446,1,1,6,1,0,3986012,0.0,729.0,0.0,406.0,6.0
7,5,1156,866,2022,1,1,8,1,0,3908529,299.0,1160.0,0.0,505.0,8.0
7,5,847,1101,1948,1,1,8,1,0,4018020,0.0,847.0,0.0,434.0,8.0
8,5,786,804,1590,1,1,6,0,0,4032064,0.0,768.0,0.0,676.0,6.0
7,5,847,1101,1948,1,1,8,1,0,4012009,16.0,847.0,0.0,434.0,8.0
4,6,757,567,1324,0,1,6,0,0,3775200,0.0,672.0,0.0,240.0,3.0
6,5,1425,0,1425,0,1,7,1,0,3857296,272.0,1425.0,0.0,576.0,6.0
5,5,1422,915,2337,0,2,10,0,0,3705000,0.0,662.0,0.0,560.0,10.0
5,7,908,0,908,0,1,4,0,0,3872240,0.0,822.0,0.0,512.0,2.0
7,5,738,754,1492,1,1,8,0,0,4024036,0.0,738.0,0.0,440.0,6.0
5,4,1150,0,1150,0,1,6,0,0,3845521,0.0,1150.0,0.0,288.0,3.0
7,5,1080,1017,2097,1,1,9,1,0,3972049,0.0,1080.0,0.0,678.0,6.0
5,6,1256,0,1256,1,1,6,0,0,3837681,0.0,1256.0,1.0,311.0,3.0
