Id,Lot Area,Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Year Built Year Remod/Add
919,10918,7,9,1276,804,0,2080,1,1,3,1,9,2,0,0,0,0,145,0,0,3859704
2804,4435,6,5,848,0,0,848,1,0,1,1,3,1,140,0,0,0,0,0,0,4016016
782,11250,4,5,1104,684,0,1788,1,0,5,1,8,2,120,0,0,0,0,0,0,3892473
956,14375,6,6,1344,0,0,1344,1,0,3,1,7,1,0,118,0,0,233,0,0,3833764
187,9045,5,3,1128,1128,0,2256,2,0,4,2,12,0,0,18,18,0,0,0,0,3724500
2074,10029,6,5,1164,896,0,2060,2,1,4,1,8,1,0,228,0,0,192,0,0,3954132
1039,4060,6,5,1337,0,0,1337,2,0,2,1,5,0,144,68,0,0,0,0,0,3994002
1210,9020,6,7,1165,0,0,1165,1,1,3,1,6,0,0,129,0,0,0,0,0,3865156
2710,11777,5,6,1320,0,0,1320,1,0,3,1,6,2,160,68,240,0,0,0,0,3865156
44,10171,7,5,1535,0,0,1535,2,0,3,1,7,0,0,0,0,0,0,0,0,4016016
1026,10400,7,6,1277,767,0,2044,2,1,3,1,7,1,28,73,0,0,0,0,0,3936240
1343,6240,4,7,624,512,0,1136,1,0,2,1,6,0,0,365,80,0,0,0,0,3761550
2248,12150,6,6,1299,0,0,1299,2,0,2,1,5,1,84,0,222,0,0,0,0,3916441
1849,2645,8,5,764,677,0,1441,2,1,2,1,5,0,206,0,0,0,0,0,0,3998000
2076,22692,5,5,1630,0,0,1630,2,0,3,1,6,1,0,64,0,0,0,0,0,3814209
2641,9600,7,7,832,809,0,1641,1,1,3,1,6,1,0,0,234,0,0,0,0,3830750
5,13830,5,5,928,701,0,1629,2,1,3,1,6,1,212,34,0,0,0,0,0,3990006
878,4435,6,5,848,0,0,848,1,0,1,1,4,0,140,0,0,0,0,0,0,4014012
1548,5890,6,8,816,0,0,816,1,0,2,1,5,0,0,0,96,0,0,0,0,3873510
841,10859,5,5,1097,0,0,1097,1,1,3,1,6,0,392,64,0,0,0,0,0,3978030
1621,5330,8,5,1652,0,0,1652,2,0,2,1,6,0,96,48,0,0,0,0,0,4000000
218,10778,4,5,1768,0,0,1768,2,0,4,2,8,0,0,0,0,0,0,0,0,3873024
1504,6845,4,5,1152,0,0,1152,2,0,2,2,6,0,0,0,0,0,0,0,0,3822025
946,21780,2,4,810,0,0,810,1,0,1,1,4,0,119,24,0,0,0,0,0,3724500
455,10307,7,5,1358,0,0,1358,2,0,2,1,6,1,192,26,0,0,0,0,0,4030056
2906,4500,6,5,1216,0,0,1216,2,0,2,1,5,0,0,125,0,0,0,0,0,3992004
2878,9060,6,5,967,671,0,1638,2,0,4,1,6,0,0,21,0,0,0,0,0,3829849
1173,2160,7,5,624,628,0,1252,2,1,2,1,4,0,0,48,0,0,0,0,0,3998000
985,7669,5,6,883,0,0,883,1,0,2,1,5,1,100,32,0,0,0,0,0,3970056
975,9858,5,6,874,0,0,874,1,0,3,1,5,0,33,0,0,0,0,0,600,3873024
202,10300,7,6,902,808,0,1710,2,0,3,1,9,0,12,11,64,0,0,0,0,3745950
528,8125,8,5,1836,0,0,1836,2,0,3,1,8,1,0,175,0,0,0,0,0,4034072
2579,14850,5,5,1092,0,0,1092,1,0,2,1,6,1,268,0,0,0,122,0,0,3829849
1841,4274,7,5,1241,0,0,1241,1,1,1,1,4,0,0,116,0,0,0,0,0,4026042
591,9650,6,5,1334,0,0,1334,2,0,2,1,6,1,0,16,0,0,0,0,0,3908529
1897,14585,6,6,1429,0,0,1429,1,0,3,1,7,2,216,110,0,0,0,0,0,3894520
70,9000,8,5,1566,0,0,1566,2,0,3,1,7,0,144,168,0,0,0,0,0,4032064
590,13774,7,7,1316,972,0,2288,1,2,4,1,8,2,321,72,0,0,156,0,0,3938184
1172,5119,9,5,1709,0,0,1709,2,0,2,1,5,1,97,65,0,0,0,0,0,3998000
1714,9254,8,5,1721,0,0,1721,2,0,3,1,7,0,168,27,0,0,0,0,0,4020025
829,10324,8,5,1254,0,0,1254,2,0,2,1,5,0,168,92,0,0,0,0,0,4032064
1397,8375,5,7,864,486,0,1350,1,1,2,1,6,0,0,0,0,0,0,0,0,3829593
877,9750,7,5,1630,0,0,1630,2,0,3,1,6,1,74,234,0,0,0,0,0,4002000
2477,7632,7,5,831,754,0,1585,2,1,3,1,7,0,100,77,0,0,0,0,0,4020025
2871,15750,5,5,1336,0,0,1336,1,0,2,1,5,2,0,0,0,0,0,0,0,3814209
2489,9240,5,6,1211,0,0,1211,1,0,2,1,6,1,161,0,0,0,0,0,0,3927924
1655,10400,6,5,1353,0,0,1353,2,0,2,1,5,1,240,141,0,0,0,0,0,3956021
1891,8800,7,6,1200,0,0,1200,2,0,3,1,6,1,0,0,0,0,0,0,0,3865156
1419,11839,7,5,1532,797,0,2329,2,1,4,1,10,1,192,121,0,0,0,0,0,3960100
1473,9135,7,5,1536,0,0,1536,2,0,3,1,7,0,192,74,0,0,0,0,0,4010006
2868,14115,6,7,1811,0,0,1811,1,0,2,1,6,1,0,0,280,0,0,0,0,3919824
1695,14154,7,5,1071,1101,0,2172,2,1,3,1,9,1,192,62,0,0,0,0,0,4024036
2244,6565,4,6,1073,0,0,1073,1,0,3,1,6,0,0,444,0,0,0,0,0,3874860
169,7700,6,5,1051,788,0,1839,1,1,4,1,7,1,0,124,216,0,0,0,0,3865156
2670,4761,3,3,1020,0,0,1020,1,0,2,1,5,0,0,0,105,0,0,0,0,3740100
247,12361,6,7,964,838,0,1802,2,1,3,1,8,1,450,92,0,0,0,0,0,3972049
2137,9720,5,7,1009,0,0,1009,2,0,3,1,6,1,0,0,0,0,0,0,0,3908529
1794,8640,8,5,1338,0,0,1338,2,0,3,1,6,0,0,141,0,0,0,0,0,4028049
1498,47007,5,7,3820,0,0,3820,3,1,5,1,11,2,0,372,0,0,0,0,0,3910164
1164,3180,7,5,703,689,0,1392,2,0,2,1,5,0,0,102,0,0,0,0,0,4028049
1179,14963,8,5,1288,0,0,1288,1,1,1,1,4,2,120,30,0,0,224,0,0,3984016
1340,5000,6,7,1013,0,0,1013,1,0,3,1,6,0,0,0,101,0,0,0,0,3755700
436,16870,8,5,1782,0,0,1782,2,0,3,1,7,2,99,82,0,0,0,0,0,4018020
1636,14157,9,5,1922,0,0,1922,2,0,3,1,8,1,178,51,0,0,0,0,0,4022030
421,12456,10,5,1718,0,0,1718,2,0,3,1,7,1,216,48,0,0,0,0,0,4026042
457,14836,10,5,2492,0,0,2492,2,1,2,1,8,1,226,235,0,0,0,0,0,4018020
2834,6956,4,7,624,312,0,936,1,0,3,1,5,0,0,0,0,0,0,0,0,3798600
517,7862,6,5,1218,0,0,1218,2,0,2,1,4,0,0,102,0,0,0,0,0,4036081
1566,11050,7,5,910,910,0,1820,2,1,3,1,8,1,318,32,0,0,0,0,0,3986012
1439,8924,7,5,880,844,0,1724,2,1,3,1,8,0,120,155,0,0,0,0,0,3994002
2577,9610,6,6,1336,0,0,1336,1,1,3,1,7,1,80,0,0,0,0,0,0,3833764
2241,13710,5,5,910,648,0,1558,1,1,4,1,6,0,289,0,0,0,0,0,0,3802500
71,12552,7,5,991,956,0,1947,2,1,3,1,8,1,0,136,0,0,0,0,0,4018020
1143,14565,7,5,832,825,0,1657,2,1,3,1,6,0,144,74,0,0,0,0,2000,3978030
1021,18559,7,5,2064,0,0,2064,2,0,3,1,7,2,200,0,0,0,0,0,0,3912484
1416,10880,5,5,1164,0,0,1164,1,0,3,1,5,0,0,48,0,0,0,0,0,3802500
35,2280,7,6,836,0,0,836,1,0,2,1,4,0,0,30,0,0,0,0,0,3900625
2904,31250,1,3,1600,0,0,1600,1,1,3,1,6,0,0,0,135,0,0,0,0,3806401
2174,11841,6,5,816,0,0,816,1,0,3,1,5,0,0,32,0,0,0,0,0,3960100
522,9187,9,5,1766,0,0,1766,2,1,2,1,7,1,195,130,0,0,0,0,0,4036081
2211,6270,5,6,1001,1001,0,2002,2,0,4,2,8,0,0,0,0,0,0,0,0,3800550
1539,15660,7,9,1137,817,0,1954,1,1,3,1,8,2,0,119,150,0,0,0,0,3889634
2420,3087,7,5,1364,0,0,1364,2,0,2,1,6,1,100,16,0,0,0,0,0,4024036
2779,13450,7,5,920,941,0,1861,2,1,3,1,8,0,146,91,0,0,0,0,0,4008004
953,10125,5,5,1302,432,0,1734,2,0,4,2,8,0,0,0,0,0,0,0,0,3908529
658,8146,4,8,717,322,0,1039,1,0,2,1,6,0,0,0,168,0,111,0,0,3805700
714,9600,4,4,833,677,0,1510,2,0,3,1,7,0,0,0,160,0,0,0,0,3724500
1637,12328,8,5,1164,1377,0,2541,3,1,4,1,10,1,120,32,0,0,0,0,0,4020025
538,10141,8,5,1512,0,0,1512,2,0,3,1,6,0,210,36,0,0,0,0,0,4016016
546,8529,7,5,1434,0,0,1434,2,0,3,1,6,1,290,39,0,0,0,0,0,4004001
533,8127,7,5,812,841,0,1653,2,1,3,1,6,0,0,45,0,0,0,0,0,4012009
718,8400,6,7,1090,917,0,2007,2,0,3,1,8,0,0,235,0,0,0,0,0,3705000
1830,10751,5,5,1037,0,0,1037,1,0,2,1,5,0,136,47,0,0,0,0,0,3896676
2929,10010,5,5,1389,0,0,1389,1,0,2,1,6,1,240,38,0,0,0,0,0,3898650
2207,4280,5,6,694,0,0,694,1,0,2,1,4,1,0,0,34,0,0,0,0,3829826
1417,9600,6,5,572,524,0,1096,1,0,2,1,5,0,0,8,128,0,0,0,0,3751800
2787,9800,5,7,894,0,0,894,1,0,3,1,5,0,256,0,0,0,0,0,0,3888784
1037,7560,5,5,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,3884841
2659,9600,4,2,1095,679,0,1774,2,0,4,2,8,0,0,0,90,0,0,0,0,3705000
1567,9880,6,6,1118,0,0,1118,1,0,3,1,6,1,203,0,0,0,0,576,0,3908529
1225,9600,6,5,1032,220,0,1252,1,0,3,1,6,0,0,0,96,0,0,0,0,3802500
685,7931,5,5,1148,0,0,1148,1,0,3,1,6,0,0,0,0,0,0,0,0,3837681
1358,5100,8,7,833,833,0,1666,1,0,3,1,7,1,192,63,0,0,0,0,0,3842300
1461,9720,9,5,1366,581,0,1947,2,1,3,1,7,1,168,116,0,0,0,0,0,4006002
221,8521,5,5,912,0,0,912,1,0,3,1,5,1,0,0,0,0,0,0,0,3869089
2187,8741,5,6,1195,0,0,1195,2,0,4,2,8,0,118,0,0,0,0,0,0,3794700
2504,12461,8,5,1624,0,0,1624,2,0,2,1,5,1,0,114,192,0,0,0,0,3978030
855,6950,5,7,914,0,0,914,1,0,2,1,5,0,0,0,0,0,0,0,0,3916441
2258,16905,5,6,1328,0,0,1328,1,1,2,1,5,2,0,104,0,0,0,0,0,3837681
2205,7155,6,8,686,775,0,1461,1,0,3,1,6,1,0,0,116,0,0,0,0,3834666
1158,9205,6,5,1364,1319,0,2683,2,1,4,1,9,2,237,251,0,0,196,0,0,3962090
1741,7697,7,6,1258,0,0,1258,2,0,3,1,6,0,0,0,0,0,0,0,0,4028049
2735,7800,5,8,1112,896,0,2008,3,0,3,1,8,0,103,0,0,0,0,0,0,3899896
1888,14357,5,5,1187,0,0,1187,1,0,2,1,6,1,128,0,0,0,0,0,0,3845521
2121,8775,5,5,990,0,0,990,1,0,3,1,5,0,0,64,0,0,0,0,0,3976036
1176,2645,8,5,962,624,0,1586,2,1,3,1,7,0,169,0,0,0,0,0,0,3996001
2773,13568,5,5,990,0,0,990,1,0,3,1,5,0,224,0,0,0,0,0,0,3980025
2619,16321,5,6,1600,0,0,1600,1,0,2,1,6,2,288,258,0,0,0,0,0,3908129
1796,8640,8,5,896,896,0,1792,2,1,3,1,8,0,184,96,0,0,0,0,0,4028049
1598,1596,4,6,526,462,0,988,1,0,1,1,4,1,0,101,0,120,0,0,0,3892729
1965,7315,5,6,1170,0,0,1170,1,0,3,1,6,1,0,0,0,0,225,0,0,3833764
2651,7614,3,5,714,662,0,1376,1,0,2,1,7,0,0,0,104,0,225,0,0,3714750
609,11000,5,6,1154,0,0,1154,1,1,3,1,6,1,0,58,0,0,0,0,0,3865156
1990,10337,8,9,909,863,0,1772,2,1,3,1,7,0,0,0,0,0,0,0,0,3818090
1053,14803,10,5,2084,0,0,2084,2,0,2,1,7,1,188,45,0,0,0,0,0,4030056
2877,8765,4,6,951,0,0,951,1,0,2,1,6,0,0,28,0,0,0,0,0,3775200
497,12720,8,5,1466,1221,0,2687,2,1,4,1,10,2,252,30,0,0,0,0,0,4000000
514,11128,9,5,2490,0,0,2490,2,0,2,1,9,2,70,226,0,0,0,0,0,4022030
759,5160,6,6,1204,462,0,1666,1,0,3,1,4,0,0,0,148,0,0,0,0,3757650
2474,13072,6,5,1141,0,0,1141,1,1,3,1,6,0,0,0,0,0,0,0,0,4020025
1193,8814,5,6,732,732,0,1464,1,1,4,1,7,0,0,40,0,0,0,0,0,3873024
1415,7000,5,7,820,527,0,1347,1,0,3,1,5,0,85,0,148,0,0,0,0,3802810
2048,4484,5,6,778,504,0,1282,1,0,2,1,4,0,0,88,0,0,0,0,0,3843218
2483,9019,6,5,636,684,0,1320,2,1,3,1,6,0,0,40,0,0,0,0,0,3976036
2883,8520,3,5,576,360,0,936,1,0,2,1,6,0,0,0,0,0,0,0,0,3736200
1111,11932,8,5,1580,0,0,1580,2,0,3,1,7,0,0,24,0,0,0,0,0,4030056
2072,115149,7,5,1824,0,0,1824,2,0,2,1,5,2,380,48,0,0,0,0,0,3945942
1450,14330,5,6,1558,0,0,1558,2,0,2,1,5,0,140,0,239,0,227,0,0,3951975
274,8777,3,6,640,0,0,640,1,0,2,1,5,0,0,0,0,0,0,0,0,3903615
413,2308,6,5,855,467,0,1322,2,1,3,1,6,1,260,0,0,0,0,0,0,3896676
751,2500,7,8,916,910,0,1826,1,1,4,1,7,1,0,0,0,0,0,0,0,3839575
2897,8049,7,5,1339,0,0,1339,2,0,2,1,6,1,0,58,0,0,90,0,0,3960100
207,5600,4,5,372,720,0,1092,2,0,3,2,7,0,0,0,0,0,0,0,3500,3763500
2269,9590,7,5,1146,0,0,1146,2,0,3,1,6,1,160,22,0,0,0,0,0,4012009
891,7200,6,6,1125,0,0,1125,1,0,3,1,6,1,296,0,0,0,0,0,0,3904576
2863,11500,7,7,1020,1037,0,2057,1,1,3,1,6,1,0,0,0,0,322,0,0,3846832
1298,6756,5,6,899,0,0,899,1,0,2,1,5,0,0,0,96,0,0,0,0,3724500
1292,11426,4,6,828,658,108,1594,2,0,3,2,9,0,0,172,109,0,0,0,0,3812360
1687,12030,8,5,1694,0,0,1694,2,0,3,1,7,0,168,228,0,0,0,0,0,4028049
2749,9554,8,5,1065,846,0,1911,2,1,3,1,8,1,182,81,0,0,0,0,0,3974042
2875,8534,4,4,672,0,0,672,1,0,2,1,4,0,0,0,112,0,0,0,0,3753750
1029,11361,6,5,1523,0,0,1523,2,0,3,1,7,1,0,0,0,0,189,0,0,3904576
1581,12416,6,5,1651,0,0,1651,2,0,3,1,7,1,192,0,0,0,0,0,0,3944196
612,9600,5,6,1041,0,0,1041,1,0,3,1,6,0,224,88,0,0,0,0,0,3837681
139,8267,5,5,1604,0,0,1604,2,0,4,2,8,0,42,0,0,0,0,0,0,3833764
1335,6000,6,7,1014,658,0,1672,1,1,3,1,6,1,0,11,0,0,0,0,0,3858660
2531,9600,7,5,1164,0,0,1164,1,1,3,1,6,0,0,0,0,0,0,0,0,3876961
681,7350,5,6,1041,0,0,1041,1,0,3,1,6,0,0,0,0,0,0,0,0,3833764
1383,7703,6,8,1034,0,0,1034,1,0,3,1,6,1,311,0,0,0,0,0,0,3912484
1359,4347,6,8,825,784,0,1609,1,0,3,1,7,0,0,182,0,0,0,0,0,3724500
1226,9600,5,8,1337,0,0,1337,1,0,3,1,7,1,0,192,0,0,0,0,0,3911700
63,12256,8,5,1500,1122,0,2622,2,1,3,1,9,2,186,32,0,0,0,0,0,3978030
1869,9547,7,6,1594,0,0,1594,2,0,2,1,6,1,190,80,0,0,0,0,0,3972049
2468,7200,6,5,1262,0,0,1262,2,0,2,1,5,0,0,120,0,0,0,0,0,4024036
1135,13072,6,5,1175,0,0,1175,1,0,3,1,6,0,0,90,0,0,0,0,0,4022030
719,3600,6,7,664,624,0,1288,1,0,3,1,5,1,0,103,0,0,0,0,0,3847419
405,1680,5,5,630,672,0,1302,2,1,3,1,6,0,0,0,0,0,0,0,0,3884841
2506,3316,8,5,1247,0,0,1247,1,1,1,1,4,1,0,84,0,0,0,0,0,4020025
2380,16387,9,5,1738,851,0,2589,2,1,4,1,11,1,0,0,0,0,0,0,0,4024036
1565,13265,8,5,1689,0,0,1689,2,0,3,1,7,2,150,59,0,0,0,0,0,4008004
1727,3242,7,5,1405,0,0,1405,2,0,2,1,6,1,136,36,0,0,0,0,0,4012009
1661,8991,7,6,1324,0,0,1324,2,0,3,1,5,1,407,36,0,0,0,0,0,3904576
1967,8000,5,5,1377,0,0,1377,1,0,3,1,6,2,0,0,0,0,0,0,0,3841600
2267,9303,6,5,888,868,0,1756,2,1,3,1,7,0,144,122,0,0,0,0,0,3986012
1389,8544,5,6,1228,0,0,1228,1,1,3,1,6,0,0,65,0,0,0,0,0,3943796
2553,11425,5,6,1008,0,0,1008,1,0,2,1,4,1,0,0,120,0,0,0,0,3818116
1459,11404,7,5,1153,878,0,2031,2,1,3,1,8,1,192,84,0,0,0,0,0,3994002
1739,8229,6,5,752,752,0,1504,2,1,3,1,6,0,100,32,0,0,0,0,0,4028049
172,4485,5,7,936,0,0,936,1,0,2,1,5,1,51,0,135,0,0,0,0,3744000
788,15635,4,5,1383,0,0,1383,1,0,2,1,6,0,0,0,90,0,110,0,0,3818116
1979,3153,5,6,967,0,0,967,1,0,2,1,5,1,0,0,26,0,0,0,0,3820800
1801,11096,8,5,1656,0,0,1656,2,0,3,1,7,0,0,146,0,0,0,0,0,4024036
931,14000,6,8,1152,0,0,1152,1,0,3,1,6,1,0,36,0,0,0,0,0,3907800
2471,7733,6,5,1142,0,0,1142,1,1,3,1,5,0,4,50,0,0,0,0,0,4020025
2899,8098,6,5,1403,0,0,1403,2,0,2,1,5,0,0,173,0,0,0,0,0,4000000
2544,8393,5,5,1712,0,0,1712,2,0,4,2,8,0,272,54,0,0,0,0,0,3927795
1386,12900,4,4,1258,0,0,1258,0,2,0,2,6,0,120,0,0,0,0,0,0,3876961
315,57200,5,5,1687,0,0,1687,1,0,3,1,7,2,0,0,50,0,0,0,0,3798600
1932,8078,5,5,1560,0,0,1560,2,0,4,2,8,0,0,0,0,0,0,0,0,3833764
1660,12384,7,7,1142,793,0,1935,2,1,3,1,7,1,0,113,252,0,0,0,0,3904576
2353,9927,7,5,1083,0,0,1083,1,0,2,1,5,1,444,0,40,0,0,0,0,3904576
2139,16300,5,4,907,0,0,907,1,0,3,1,5,0,0,0,0,0,0,0,0,3908529
1585,7915,6,5,1675,0,0,1675,2,0,3,1,6,0,165,52,0,0,0,0,0,3998000
1602,21750,5,5,988,0,0,988,1,0,2,1,4,0,0,0,0,0,0,0,0,3818116
2888,9116,8,5,1491,0,0,1491,2,0,3,1,7,0,120,100,0,0,0,0,0,4004001
965,14419,7,5,1479,0,0,1479,2,1,3,1,7,1,224,238,0,0,0,0,0,3952143
645,13070,5,5,1112,0,0,1112,1,0,2,1,5,0,0,0,0,0,255,0,0,3806401
789,9855,6,5,1689,0,0,1689,1,0,3,1,7,1,0,0,0,0,0,0,0,3825936
1015,8118,9,5,1710,0,0,1710,2,0,2,1,6,1,156,48,0,0,0,0,0,4028049
1264,10920,6,5,1253,0,0,1253,1,1,2,1,5,1,0,213,176,0,0,0,0,3841600
1972,6600,5,5,864,0,0,864,1,0,2,1,5,0,58,0,0,0,0,0,0,3849444
1481,8199,7,5,728,728,0,1456,2,1,3,1,7,1,36,18,0,0,0,0,0,4020025
954,9947,7,5,1217,0,0,1217,2,0,3,1,6,0,168,27,0,0,0,0,0,3962090
2499,14330,7,4,2151,495,0,2646,2,0,3,1,9,4,641,100,0,0,0,800,0,3896676
824,10769,8,5,866,902,0,1768,2,1,3,1,7,0,144,105,0,0,0,0,0,4028049
2769,8846,5,5,914,0,0,914,1,0,2,1,5,0,0,0,0,0,0,0,0,3984016
123,10600,6,5,1131,644,0,1775,2,0,3,1,8,0,0,172,0,0,0,0,0,3857296
1862,18890,5,5,1361,1259,0,2620,2,2,4,2,12,1,155,24,145,0,0,0,8300,3908529
1308,9142,5,5,830,797,0,1627,2,0,4,2,10,0,192,0,60,0,0,0,0,3811400
1758,7750,7,5,660,660,0,1320,2,1,3,1,6,0,0,48,0,0,0,0,0,4012009
2236,6060,4,5,772,351,0,1123,1,0,3,1,4,0,0,0,140,0,0,0,0,3781050
2912,10172,5,7,874,0,0,874,1,0,3,1,5,0,0,120,0,0,0,0,0,3941904
2093,10380,7,5,1553,1177,0,2730,2,1,4,1,8,1,201,96,0,0,0,0,0,3946182
2128,9337,6,5,905,881,0,1786,2,1,3,1,7,0,0,162,0,0,0,0,0,3988009
679,7200,4,5,1040,0,0,1040,2,0,2,2,6,0,0,0,0,0,0,0,0,3800550
1313,9600,5,5,1377,973,0,2350,2,0,4,2,10,0,0,0,219,0,0,0,0,3763200
2534,8640,5,5,884,886,0,1770,1,1,4,1,7,0,0,60,0,0,270,0,455,3873024
1273,7931,5,6,1269,0,0,1269,1,1,3,1,6,1,0,0,0,0,0,0,0,3841600
219,11625,5,4,1039,0,0,1039,1,1,3,1,6,0,0,0,0,0,0,0,0,3861225
133,9600,6,6,1520,0,0,1520,1,0,3,1,7,2,0,0,189,0,0,0,0,3855260
38,11478,8,5,1704,0,0,1704,2,0,3,1,7,1,0,50,0,0,0,0,0,4030056
2408,7740,9,5,1686,0,0,1686,2,0,1,1,6,1,266,100,0,0,0,0,0,4024036
1575,9520,8,5,1646,0,0,1646,2,0,3,1,7,1,192,44,0,0,0,0,0,4030056
1671,17199,4,7,914,0,0,914,1,0,2,1,4,0,140,0,0,0,0,0,0,3845521
2000,5400,6,7,1149,467,0,1616,2,0,3,1,5,0,0,0,183,0,0,0,0,3859704
2621,10800,4,4,720,472,0,1192,1,1,4,1,6,0,0,0,0,0,0,0,0,3800550
1996,9900,6,4,1178,1032,0,2210,2,0,5,1,8,0,0,48,0,0,0,0,0,3666000
1976,6000,6,6,866,430,0,1296,1,0,3,1,6,0,0,0,175,0,0,0,0,3757650
1861,17778,8,5,2497,0,0,2497,2,0,2,1,7,2,266,0,0,0,0,0,0,3924361
1600,1477,6,9,546,546,0,1092,2,1,3,1,6,0,187,0,0,0,0,0,0,3953790
298,19645,7,6,896,756,0,1652,2,1,3,1,6,0,0,0,0,0,0,0,0,4001958
875,8750,7,5,909,807,0,1716,2,1,2,1,7,1,0,120,0,0,0,0,0,3984016
1205,7785,5,5,1014,0,0,1014,1,0,2,1,6,0,0,0,40,0,200,0,0,3825936
763,10800,5,5,1200,0,0,1200,3,0,3,1,5,0,120,0,0,0,0,0,0,3950156
512,9139,8,5,1432,0,0,1432,2,0,3,1,7,1,297,50,0,0,0,0,0,4024036
592,10140,7,5,1680,0,0,1680,2,0,3,1,7,1,78,73,0,0,0,0,0,3994002
1255,10122,4,6,869,0,0,869,1,0,1,1,3,0,0,0,66,0,0,0,0,3798600
355,10141,7,5,885,833,0,1718,2,1,3,1,7,1,0,94,0,0,291,0,0,3992004
1676,2205,6,6,525,567,0,1092,1,1,3,1,6,0,144,0,0,0,0,0,0,3892729
2599,10914,3,3,715,0,0,715,1,0,2,1,4,0,0,0,75,0,112,0,0,3761550
312,9196,7,5,1560,0,0,1560,2,0,3,1,7,0,100,150,0,0,0,0,0,4012009
1124,9803,7,5,866,902,0,1768,2,1,3,1,7,0,0,108,0,0,0,0,0,4020025
1702,17169,10,5,2290,0,0,2290,2,1,2,1,7,1,192,30,0,0,0,0,0,4028049
2434,9171,7,5,848,750,0,1598,2,1,3,1,7,1,100,48,0,0,0,0,0,4018020
1432,9750,5,7,990,0,0,990,1,0,3,1,5,0,168,0,0,0,0,0,0,3976036
689,8604,5,7,941,0,0,941,1,0,2,1,4,0,0,40,0,0,0,0,0,3912484
1349,6155,6,8,751,611,0,1362,2,0,3,1,6,0,0,0,84,0,0,0,0,3838080
1759,9487,6,5,940,750,0,1690,2,1,3,1,7,1,0,50,0,0,0,0,0,4000000
893,3675,6,5,1072,0,0,1072,1,0,2,1,5,0,0,28,0,0,0,0,0,4022030
944,10200,4,6,572,0,0,572,1,0,2,1,4,0,0,0,72,0,0,0,0,3753750
2109,11750,7,5,1546,0,0,1546,2,0,3,1,7,0,144,42,0,0,0,0,0,4022030
316,11896,7,5,1346,0,0,1346,2,0,3,1,6,1,100,48,0,0,0,0,0,4032064
2529,10400,6,5,1012,778,0,1790,1,2,4,1,8,1,148,0,0,0,147,0,0,3888784
1448,10970,6,6,1026,0,0,1026,1,0,3,1,5,0,0,0,34,0,0,0,0,3912484
871,11883,7,5,1504,0,0,1504,2,0,3,1,6,1,115,66,0,0,0,0,0,3984016
142,10552,5,5,1700,0,0,1700,1,1,4,1,6,1,0,38,0,0,0,0,0,3837681
1515,8248,3,3,864,0,0,864,1,0,2,1,5,0,0,0,100,0,0,0,0,3732300
1970,9760,6,8,1020,831,0,1851,2,1,3,1,7,1,239,42,0,0,0,0,0,3914252
572,2998,6,5,756,756,0,1512,2,1,2,1,4,0,0,32,0,0,0,0,0,4000000
2200,6821,6,7,759,539,0,1298,2,0,2,1,8,1,216,0,168,0,0,0,0,3851605
2147,11354,7,5,1673,0,0,1673,2,0,3,1,7,1,306,113,0,0,116,0,0,4000000
249,9069,6,6,996,0,0,996,1,0,2,1,5,0,120,0,0,0,0,0,0,3968064
162,8064,6,8,816,408,0,1224,1,0,3,1,5,0,414,0,0,0,0,0,0,3903792
664,5400,4,6,840,534,0,1374,1,0,2,1,6,0,0,0,198,0,0,0,0,3744000
1516,5687,5,6,936,780,0,1716,2,0,6,1,9,0,0,184,0,0,0,0,0,3824000
16,53504,8,5,1690,1589,0,3279,3,1,4,1,12,1,503,36,0,0,210,0,0,4012009
1808,7500,7,5,1143,0,0,1143,1,1,3,1,5,0,0,55,0,0,0,0,0,4024036
425,13173,9,5,1652,0,0,1652,2,0,2,1,6,2,404,102,0,0,0,0,0,4026042
1372,9488,5,6,1054,0,0,1054,1,0,3,1,6,0,0,60,122,0,0,0,0,3880371
2495,13526,5,6,935,0,0,935,1,0,3,1,5,0,180,0,0,0,0,0,0,3861225
661,10410,4,5,1313,0,1064,2377,2,0,3,1,8,1,0,0,432,0,0,0,0,3734250
1301,12000,5,7,1122,0,0,1122,1,0,2,1,6,0,0,36,0,0,0,0,0,3905740
396,7830,5,5,1180,0,0,1180,1,1,2,1,6,0,0,45,0,0,0,0,0,3880900
2663,8850,7,6,815,875,0,1690,1,0,3,1,7,1,0,0,330,0,0,0,0,3736200
50,7132,8,5,1370,0,0,1370,2,0,2,1,6,1,120,49,0,0,0,0,0,4024036
886,9937,5,7,1486,0,0,1486,1,0,3,1,7,0,0,0,0,0,0,0,0,3926036
696,5720,5,6,676,455,0,1131,1,1,3,1,5,0,26,0,0,0,0,0,0,3784950
2454,12585,8,5,1565,1234,0,2799,2,1,3,1,8,1,432,136,0,0,0,0,0,3972049
2106,11103,7,5,728,728,0,1456,2,1,3,1,8,1,0,0,0,0,0,0,0,4024036
353,8013,8,5,1734,0,0,1734,2,0,2,1,6,0,52,50,0,0,0,0,0,3982020
