Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath,Street,Lot Shape,Land Slope,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Central Air,Kitchen Qual,Functional,Fireplace Qu,Garage Qual,Garage Cond,Paved Drive,Pool QC,overall_qual_cond,exter_qual_cond,bsmt_qual_cond,mas_vnr_ext_qual_cond,bsmt_sf_qual_cond,garage_area_qual_cond,bsmt_exposure_qual,tot_fire_qu,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,Garage Finish_NA,Garage Finish_RFn,Garage Finish_Unf,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
6,4,1178,1032,2210,0,1,8,0,0,3666000,0.0,1008.0,0.0,205.0,10,1,0,1,3,3,3,3,2,1,1,3,1,2,7,0,2,3,0.0,0,24,9,9,0.0,9072.0,1230.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,6,866,430,1296,0,1,6,0,0,3757650,0.0,845.0,0.0,576.0,3,1,0,1,3,3,3,3,1,3,1,3,1,3,7,0,3,3,1.0,0,36,9,9,0.0,7605.0,5184.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8,5,2497,0,2497,0,1,7,2,0,3924361,0.0,2461.0,1.0,676.0,4,1,1,1,4,3,4,3,4,5,3,4,1,4,7,4,3,3,1.0,0,40,12,12,0.0,29532.0,6084.0,16,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,9,546,546,1092,1,1,6,0,0,3953790,0.0,546.0,0.0,0.0,6,1,0,1,3,4,3,3,1,6,1,5,1,3,7,0,0,0,1.0,0,54,12,9,0.0,4914.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7,6,896,756,1652,1,1,6,0,0,4001958,44.0,423.0,1.0,473.0,6,1,1,1,3,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,42,9,12,396.0,5076.0,4257.0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,5,909,807,1716,1,1,7,1,0,3984016,0.0,880.0,0.0,512.0,4,1,0,1,4,3,4,3,1,1,1,5,1,4,7,3,3,3,1.0,0,35,12,12,0.0,10560.0,4608.0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,1014,0,1014,0,1,6,0,0,3825936,0.0,0.0,0.0,267.0,2,1,1,1,3,3,0,0,0,0,0,3,1,3,7,0,3,3,1.0,0,25,9,0,0.0,0.0,2403.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,1200,0,1200,0,1,5,0,0,3950156,0.0,1200.0,3.0,0.0,9,1,0,1,3,3,4,4,4,6,1,3,1,3,7,0,0,0,1.0,0,25,9,16,0.0,19200.0,0.0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8,5,1432,0,1432,0,1,7,1,0,4024036,206.0,1422.0,0.0,492.0,6,1,1,1,4,3,5,3,3,6,1,5,1,4,7,4,3,3,1.0,0,40,12,15,2472.0,21330.0,4428.0,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,1680,0,1680,0,1,7,1,0,3994002,0.0,1650.0,1.0,583.0,6,1,0,1,4,3,5,3,1,2,6,5,1,4,3,3,3,3,1.0,0,35,12,15,0.0,24750.0,5247.0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,6,869,0,869,0,1,3,0,0,3798600,0.0,0.0,0.0,390.0,1,1,0,1,3,3,0,0,0,0,0,3,0,3,7,0,2,3,0.0,0,24,9,0,0.0,0.0,2340.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,885,833,1718,1,1,7,1,0,3992004,40.0,832.0,0.0,427.0,6,1,1,1,3,3,4,3,1,1,1,4,1,3,7,3,3,3,1.0,0,35,9,12,360.0,9984.0,3843.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,525,567,1092,1,1,6,0,0,3892729,567.0,525.0,0.0,264.0,3,1,0,1,3,3,3,3,1,5,1,3,1,3,7,0,3,3,1.0,0,36,9,9,5103.0,4725.0,2376.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,3,715,0,715,0,1,4,0,0,3761550,0.0,715.0,0.0,660.0,2,1,0,1,3,2,3,3,2,1,1,2,0,3,7,0,2,3,0.0,0,9,6,9,0.0,6435.0,3960.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1560,0,1560,0,1,7,0,0,4012009,0.0,1560.0,0.0,573.0,6,1,1,1,4,3,5,3,1,1,1,5,1,4,7,0,3,3,1.0,0,35,12,15,0.0,23400.0,5157.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,866,902,1768,1,1,7,0,0,4020025,0.0,866.0,0.0,603.0,6,1,0,1,4,3,4,3,1,6,1,4,1,4,7,0,3,3,1.0,0,35,12,12,0.0,10392.0,5427.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10,5,2290,0,2290,1,1,7,1,0,4028049,970.0,2320.0,2.0,1174.0,4,1,2,1,5,3,5,3,3,6,1,5,1,5,7,4,3,3,1.0,0,50,15,15,14550.0,34800.0,10566.0,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,5,848,750,1598,1,1,7,1,0,4018020,0.0,848.0,0.0,433.0,6,1,1,1,4,3,4,3,3,1,1,5,1,4,7,4,3,3,1.0,0,35,12,12,0.0,10176.0,3897.0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,7,990,0,990,0,1,5,0,0,3976036,0.0,990.0,1.0,528.0,3,1,0,2,3,3,4,3,1,6,1,5,1,3,7,0,3,3,1.0,0,35,9,12,0.0,11880.0,4752.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,7,941,0,941,0,1,4,0,0,3912484,124.0,941.0,1.0,564.0,2,1,1,1,3,4,4,3,3,6,1,4,1,4,7,0,3,3,1.0,0,35,12,12,1488.0,11292.0,5076.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,8,751,611,1362,0,1,6,0,0,3838080,0.0,611.0,0.0,502.0,6,1,1,1,3,3,2,2,2,1,1,5,1,3,7,0,3,2,1.0,0,48,9,4,0.0,2444.0,3012.0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,5,940,750,1690,1,1,7,1,0,4000000,0.0,915.0,1.0,442.0,6,1,1,1,3,3,4,3,1,6,1,5,1,3,7,3,3,3,1.0,0,30,9,12,0.0,10980.0,3978.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,5,1072,0,1072,0,1,5,0,0,4022030,80.0,547.0,1.0,525.0,2,1,0,1,3,3,4,3,4,6,1,4,1,3,7,0,3,3,1.0,0,30,9,12,720.0,6564.0,4725.0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,6,572,0,572,0,1,4,0,0,3753750,0.0,572.0,0.0,200.0,2,1,0,1,3,3,3,3,1,1,1,2,0,3,7,0,3,3,0.0,0,24,9,9,0.0,5148.0,1800.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1546,0,1546,0,1,7,0,0,4022030,204.0,1546.0,0.0,796.0,6,1,1,1,4,3,4,3,2,6,1,5,1,4,7,0,3,3,1.0,0,35,12,12,2448.0,18552.0,7164.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,5,1346,0,1346,0,1,6,1,0,4032064,60.0,1336.0,1.0,660.0,6,1,1,1,4,3,4,3,1,6,1,5,1,4,7,3,3,3,1.0,0,35,12,12,720.0,16032.0,5940.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,1012,778,1790,2,1,8,1,0,3888784,288.0,732.0,1.0,484.0,4,1,0,1,3,3,3,3,1,3,1,4,1,3,5,3,3,3,1.0,0,30,9,9,2592.0,6588.0,4356.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,1026,0,1026,0,1,5,0,0,3912484,0.0,940.0,1.0,576.0,3,1,1,2,3,3,4,4,4,6,2,3,1,3,7,0,3,2,1.0,0,36,9,16,0.0,15040.0,3456.0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1504,0,1504,0,1,6,1,0,3984016,196.0,1504.0,1.0,478.0,6,1,0,1,4,3,4,3,4,6,1,5,1,4,7,3,3,3,1.0,0,35,12,12,2352.0,18048.0,4302.0,16,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,1700,0,1700,1,1,6,1,0,3837681,0.0,1398.0,0.0,447.0,4,1,1,1,3,3,3,3,1,3,1,4,1,4,7,4,3,3,1.0,0,25,9,9,0.0,12582.0,4023.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,864,0,864,0,1,5,0,0,3732300,0.0,864.0,1.0,0.0,2,1,0,1,3,3,3,3,1,4,1,3,0,3,7,0,0,0,0.0,0,9,9,9,0.0,7776.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6,8,1020,831,1851,1,1,7,1,0,3914252,340.0,822.0,0.0,440.0,6,1,0,2,3,3,3,3,4,4,3,4,1,4,7,2,3,3,1.0,0,48,9,9,3060.0,7398.0,3960.0,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,5,756,756,1512,1,1,4,0,0,4000000,513.0,756.0,1.0,440.0,4,1,0,1,4,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,30,12,12,6156.0,9072.0,3960.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,759,539,1298,0,1,8,1,0,3851605,0.0,651.0,0.0,240.0,4,1,0,1,3,3,3,3,1,4,1,4,1,3,7,4,3,3,0.5,0,42,9,9,0.0,5859.0,2160.0,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1673,0,1673,0,1,7,1,0,4000000,0.0,1673.0,1.0,583.0,6,1,0,1,4,3,3,3,4,6,1,5,1,4,7,3,3,3,1.0,0,35,12,9,0.0,15057.0,5247.0,12,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,996,0,996,0,1,5,0,0,3968064,0.0,936.0,1.0,564.0,2,1,0,1,3,3,4,3,3,6,1,5,1,4,7,0,3,3,1.0,0,36,9,12,0.0,11232.0,5076.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,8,816,408,1224,0,1,5,0,0,3903792,0.0,816.0,1.0,280.0,3,1,0,1,3,3,3,3,1,5,3,3,1,3,7,0,3,3,1.0,0,48,9,9,0.0,7344.0,2520.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4,6,840,534,1374,0,1,6,0,0,3744000,0.0,840.0,0.0,338.0,2,1,0,1,2,3,3,3,1,5,3,5,1,3,7,0,3,3,1.0,0,24,6,9,0.0,7560.0,3042.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,6,936,780,1716,0,1,9,0,0,3824000,0.0,780.0,1.0,0.0,12,1,0,1,3,2,3,2,1,3,1,5,0,2,7,0,0,0,0.0,0,30,6,6,0.0,4680.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8,5,1690,1589,3279,1,1,12,1,0,4012009,603.0,1650.0,1.0,841.0,12,1,2,2,5,3,4,3,4,5,1,5,1,5,4,4,3,3,1.0,0,40,15,12,9045.0,19800.0,7569.0,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,1143,0,1143,1,1,5,0,0,4024036,0.0,1143.0,0.0,0.0,3,1,0,1,4,3,4,4,1,1,1,5,1,4,7,0,0,0,1.0,0,35,12,16,0.0,18288.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,5,1652,0,1652,0,1,6,2,0,4026042,300.0,1652.0,1.0,840.0,4,1,1,1,4,3,5,3,1,6,1,5,1,5,7,5,3,3,1.0,0,45,12,15,3600.0,24780.0,7560.0,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
