MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type
RL,1,NA,0,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,Slab,0,0,0,0,0,GasA,3,0,SBrkr,3,7,3,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,2,2,1,1,1,GasA,4,1,SBrkr,3,2,0,NA,NA,0,0,0.0,0,MnPrv,NA,WD 
RL,1,NA,1,Lvl,AllPub,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,1,1,GasA,5,1,SBrkr,4,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,New
RL,1,NA,0,Lvl,AllPub,FR2,1,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,3,Attchd,Unf,3,3,1.0,0,NA,NA,New
RM,1,NA,0,Bnk,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,2Story,Gambrel,CompShg,AsbShng,AsbShng,None,3,3,BrkTil,3,3,1,1,1,GasA,5,0,SBrkr,4,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,Stone,3,2,CBlock,3,3,1,4,1,GasA,3,1,SBrkr,3,7,3,Detchd,Unf,3,3,1.0,0,GdWo,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,1,6,1,GasA,5,1,SBrkr,3,7,0,NA,NA,0,0,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,1,3,1,GasA,5,1,SBrkr,3,7,3,Attchd,RFn,3,3,1.0,0,GdWo,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,3,7,3,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RM,1,NA,1,HLS,AllPub,Inside,1,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,1,2,3,GasA,3,1,SBrkr,3,7,0,Detchd,RFn,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,1,3,1,GasA,5,1,SBrkr,3,7,0,Attchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,4,4,PConc,4,3,2,6,1,GasA,5,1,SBrkr,4,7,2,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,1,4,1,GasA,5,1,SBrkr,3,7,2,Attchd,Unf,3,3,1.0,0,NA,NA,WD 
RM,1,NA,2,Lvl,AllPub,Inside,1,OldTown,Artery,Norm,1Fam,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,4,4,BrkTil,3,3,2,1,1,GasA,5,1,SBrkr,5,7,3,Detchd,Unf,5,3,1.0,0,GdPrv,NA,WD 
RM,1,NA,1,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,4,3,PConc,5,3,4,6,1,GasA,5,1,SBrkr,5,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,New
RL,1,NA,0,Lvl,AllPub,FR2,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,1,5,1,GasA,3,1,SBrkr,3,7,1,NA,NA,0,0,1.0,0,NA,NA,ConLI
FV,1,Pave,0,Lvl,AllPub,Inside,1,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,1,6,1,GasA,5,1,SBrkr,4,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Bnk,AllPub,Corner,1,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,3,1,2,5,GasA,3,1,SBrkr,3,7,4,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
FV,1,Pave,0,Lvl,AllPub,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,0,Detchd,RFn,3,3,1.0,0,NA,NA,WD 
FV,1,NA,0,Lvl,AllPub,FR2,1,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,1,6,1,GasA,5,1,SBrkr,4,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RM,1,Grvl,0,Lvl,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,3,2,BrkTil,3,2,1,1,1,GasA,4,1,SBrkr,3,7,0,Detchd,Unf,2,2,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Gilbert,RRAn,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,2,6,3,GasA,5,1,SBrkr,4,7,0,BuiltIn,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,4,1,6,1,GasA,5,1,SBrkr,4,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,HLS,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,1,1,1,GasA,4,1,SBrkr,3,7,3,BuiltIn,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,3,3,1,GasA,3,1,SBrkr,3,7,3,Attchd,RFn,3,3,1.0,0,NA,NA,COD
RL,1,NA,0,Lvl,AllPub,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,1,6,1,GasA,3,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,None,3,4,PConc,4,3,3,5,1,GasA,5,1,SBrkr,4,7,0,2Types,Unf,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,1,Lvl,AllPub,CulDSac,1,Edwards,Norm,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,3,3,Slab,0,0,0,0,0,GasA,3,1,SBrkr,3,7,0,Attchd,Fin,3,4,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,3,4,CBlock,3,3,1,3,1,GasA,4,1,SBrkr,4,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,IDOTRR,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,2,CBlock,3,3,3,6,1,GasA,4,0,SBrkr,3,7,0,NA,NA,0,0,0.0,0,NA,NA,WD 
RL,1,NA,1,Low,AllPub,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,3,3,CBlock,4,3,4,4,1,GasA,5,1,SBrkr,4,6,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,1,4,3,GasA,5,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,GdWo,NA,WD 
RL,1,NA,1,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,4,4,BrkTil,3,2,1,3,1,GasA,5,1,SBrkr,3,5,3,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Bnk,AllPub,Inside,2,Sawyer,PosA,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,3,3,CBlock,3,3,1,3,5,GasA,4,1,SBrkr,3,7,4,Attchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,2,6,1,GasA,5,1,SBrkr,4,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,FR2,1,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,4,3,2,1,1,GasA,3,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,4,6,4,GasA,5,1,SBrkr,5,7,5,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,1,5,1,GasA,5,1,SBrkr,4,7,3,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,3,PConc,5,3,4,6,1,GasA,5,1,SBrkr,5,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,New
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,2,6,1,GasA,5,1,SBrkr,4,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,1,4,1,GasA,5,1,SBrkr,3,7,2,Attchd,Unf,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,0,Lvl,AllPub,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,2,4,1,GasA,5,1,SBrkr,4,7,4,Attchd,RFn,3,3,1.0,0,NA,NA,New
RM,1,NA,0,Lvl,AllPub,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,3,3,BrkTil,3,3,1,1,1,GasA,5,1,SBrkr,4,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,1,1,1,GasA,3,1,FuseF,3,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,1,1,1,GasA,3,1,SBrkr,3,7,0,2Types,Unf,3,3,1.0,0,NA,NA,ConLD
RL,1,NA,1,Lvl,AllPub,CulDSac,1,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,4,3,1,1,1,GasA,4,1,SBrkr,3,7,3,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,2,3,1,3,1,GasA,5,1,SBrkr,3,6,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,3,7,3,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,CulDSac,1,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,4,BuiltIn,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,4,1,GasA,3,1,SBrkr,3,7,0,Attchd,Unf,3,3,1.0,0,NA,NA,WD 
FV,1,NA,1,Lvl,AllPub,FR2,1,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,3,6,1,GasA,5,1,SBrkr,4,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,4,3,2,3,1,GasA,3,1,SBrkr,3,7,4,Detchd,Unf,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,1,5,1,GasA,3,0,FuseF,2,7,0,NA,NA,0,0,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,1,3,1,GasA,5,1,SBrkr,3,7,0,Attchd,RFn,3,3,1.0,0,MnWw,NA,WD 
RL,1,Pave,0,Bnk,AllPub,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,3,1,1,1,GasA,4,1,SBrkr,4,7,4,Detchd,Unf,3,3,0.0,0,NA,NA,WD 
RL,1,NA,0,Bnk,AllPub,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,3,3,PConc,3,3,1,3,1,GasA,2,1,SBrkr,3,7,4,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Corner,1,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,1,1,1,GasA,5,1,SBrkr,3,7,0,Detchd,Unf,2,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,3,3,1,2,1,GasA,4,1,SBrkr,3,7,4,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Corner,1,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,Stone,3,3,CBlock,3,4,4,4,1,GasA,2,1,SBrkr,3,7,4,Attchd,Fin,3,3,0.5,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,3,PConc,5,3,3,6,1,GasA,5,1,SBrkr,5,7,5,BuiltIn,Fin,3,3,1.0,0,NA,NA,New
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,4,3,CBlock,3,3,1,5,1,GasA,4,1,SBrkr,4,7,4,Attchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,4,3,BrkTil,3,3,1,1,1,GasA,5,1,SBrkr,4,7,4,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,3,PConc,5,3,4,6,1,GasA,5,1,SBrkr,5,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,4,3,3,6,1,GasA,4,1,SBrkr,3,7,3,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,3,3,BrkTil,4,3,1,1,1,GasA,5,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,NA,Shed,WD 
RL,1,NA,1,HLS,AllPub,Corner,1,StoneBr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,4,6,1,GasA,5,1,SBrkr,5,7,4,BuiltIn,Fin,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,3,3,1,5,1,GasA,4,1,SBrkr,4,7,0,NA,NA,0,0,1.0,0,NA,NA,WD 
RM,1,NA,0,Lvl,AllPub,Corner,1,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,4,BrkTil,0,0,0,0,0,GasA,2,0,FuseA,3,7,0,Detchd,Unf,3,2,0.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,2,1,1,GasA,5,1,SBrkr,3,7,3,Attchd,Unf,3,3,1.0,0,NA,NA,COD
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,3,3,CBlock,3,3,1,6,1,GasA,3,1,SBrkr,3,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,0,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,None,3,3,BrkTil,3,3,1,1,1,GasA,4,1,SBrkr,3,7,0,Detchd,Unf,3,3,0.5,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,None,3,3,CBlock,3,3,1,3,1,GasA,3,1,SBrkr,3,7,0,Detchd,Unf,3,3,0.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,4,3,1,2,1,GasA,4,1,FuseA,3,7,4,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,1,5,1,GasA,3,1,SBrkr,3,7,3,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Edwards,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,2,1,1,GasA,3,1,SBrkr,3,7,4,Detchd,Unf,2,1,0.5,0,MnPrv,NA,WD 
RL,1,Grvl,0,Lvl,AllPub,Inside,1,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,0,0,0,0,0,GasA,3,0,FuseA,3,7,0,NA,NA,0,0,0.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,1,1,GasA,5,1,SBrkr,4,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Sawyer,RRAe,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,1,2,1,GasA,5,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Corner,1,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,1,1,1,GasA,3,1,SBrkr,3,7,0,Detchd,Unf,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,2,3,2,3,1,GasA,3,1,FuseA,3,6,0,Attchd,RFn,3,3,1.0,0,NA,Shed,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,6,1,GasA,5,1,SBrkr,4,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Greens,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,3,CBlock,4,3,4,6,1,GasA,3,1,SBrkr,4,7,2,Attchd,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,4,3,1,6,1,GasA,4,1,SBrkr,3,7,3,Attchd,Fin,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,3,3,5,GasA,3,1,SBrkr,3,7,3,BuiltIn,Unf,3,3,1.0,0,MnPrv,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,2,5,1,GasA,5,1,SBrkr,3,7,4,Detchd,Unf,2,2,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,1,6,1,GasA,5,1,SBrkr,4,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RM,1,Pave,0,Lvl,AllPub,Inside,1,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,2,3,1,1,1,GasA,5,0,SBrkr,3,7,3,Detchd,Unf,4,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,1,1,GasA,5,1,SBrkr,4,7,4,Attchd,RFn,3,3,1.0,0,NA,NA,New
RL,1,NA,0,Lvl,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,4,Attchd,Fin,3,3,1.0,0,NA,NA,New
RM,1,NA,0,Lvl,AllPub,FR3,1,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Plywood,None,2,4,BrkTil,2,2,1,1,1,GasA,4,1,SBrkr,3,7,0,Detchd,Unf,3,3,0.0,0,MnPrv,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,1,1,1,GasA,5,1,SBrkr,4,7,4,BuiltIn,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,3,6,1,GasA,5,1,SBrkr,3,7,3,Basment,Fin,3,3,1.0,0,NA,NA,WD 
RL,1,NA,1,Lvl,AllPub,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,4,3,CBlock,4,3,4,6,1,GasA,4,1,SBrkr,3,7,0,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
RM,1,NA,0,Bnk,AllPub,Inside,1,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,4,4,BrkTil,3,3,1,1,1,GasA,3,1,SBrkr,3,7,0,Detchd,RFn,3,3,1.0,0,NA,NA,WD 
RL,1,NA,0,Lvl,AllPub,Inside,1,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,3,PConc,5,3,4,6,1,GasA,5,1,SBrkr,5,7,4,Attchd,RFn,3,3,1.0,0,NA,NA,WD 
